Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,3.8,5.8,6.1,7.9,11.9,16.3,23.6,31.5,41.4
1971,4.1,7.4,9.1,12.7,22.9,35.6,41.7,64.3,71.4
1972,5.1,7.6,8.4,10.7,15.5,19.6,30.0,46.0,57.7
1973,5.3,8.9,10.2,12.7,18.8,22.4,25.9,29.5,35.3
1974,6.9,7.1,9.1,15.7,27.9,42.9,50.3,53.6,68.3
1975,8.4,9.4,11.7,16.0,24.4,35.1,35.1,35.1,37.6
1978,7.8,9.3,10.4,14.3,14.3,14.8,28.4,31.5,32.5
1979,11.3,15.8,17.9,20.0,30.9,47.2,80.6,80.8,95.0
1980,3.5,5.6,7.8,10.3,14.2,26.6,55.8,71.5,72.4
1981,6.6,9.7,13.8,24.4,39.0,45.4,45.7,45.7,55.3
1982,1.8,2.8,3.6,6.3,7.2,10.9,18.2,20.3,22.5
1983,4.2,7.1,10.0,16.0,19.6,24.7,28.7,37.2,38.3
1984,8.5,13.3,19.2,20.9,21.8,25.3,38.8,47.5,53.4
1985,4.1,5.0,6.7,8.9,14.1,23.3,45.9,48.2,48.4
1986,6.1,8.6,11.9,18.4,28.1,32.9,46.4,51.8,56.4
1987,10.2,11.4,13.4,18.2,27.9,34.3,38.7,39.5,40.3
1988,8.5,13.3,16.2,16.8,17.3,17.3,28.9,37.2,44.8
1989,6.7,6.7,7.3,8.9,12.4,16.7,21.8,27.8,33.0
1990,2.3,4.4,6.4,11.1,18.8,33.1,35.8,38.9,38.9
1991,4.1,7.1,8.2,15.3,17.3,19.4,21.4,28.0,31.8
1992,6.7,12.9,15.8,19.4,21.4,30.3,51.3,51.6,51.6
1993,5.9,10.3,13.8,16.7,16.7,18.2,,,40.0
