Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1964,2.5,3.3,4.3,5.8,8.6,11.2,20.8,33.3,47.0
1965,2.0,3.3,4.3,6.6,8.6,11.7,18.5,27.7,39.4
1966,3.0,3.8,4.6,6.3,8.9,12.2,23.9,30.5,46.7
1967,3.8,5.6,7.9,9.9,13.2,17.5,36.6,44.7,56.4
1968,3.0,4.1,5.6,9.7,15.2,19.8,34.3,35.8,60.2
1969,2.3,3.3,4.3,6.3,8.6,11.4,20.6,29.7,44.4
1970,4.6,6.3,7.4,8.1,9.7,11.9,19.6,21.8,30.0
1971,3.0,4.8,5.1,6.6,11.7,15.2,39.6,67.8,84.1
1972,2.0,3.8,5.3,10.2,15.7,24.4,29.5,42.7,65.3
1973,2.5,3.6,4.8,7.6,12.2,20.8,25.7,29.0,38.4
1974,2.8,3.3,4.1,4.6,7.6,11.7,26.2,29.2,45.2
1975,5.8,11.4,17.0,31.7,48.0,51.1,55.9,57.7,91.9
1976,3.0,3.8,3.8,4.8,9.4,16.0,26.4,31.2,36.3
1977,2.5,4.8,6.6,10.2,16.3,20.6,30.7,45.0,47.5
1978,2.0,3.2,3.6,6.1,10.6,18.3,34.5,46.0,46.2
1979,2.0,2.8,3.6,5.8,7.6,11.2,27.6,49.9,75.1
1980,2.2,4.0,4.8,7.8,9.1,13.6,28.7,43.4,53.1
1981,4.5,5.7,6.3,8.2,10.8,16.1,30.6,33.8,41.6
1982,2.2,3.7,5.1,8.4,10.3,10.4,24.1,36.9,68.0
1983,3.2,5.8,8.7,17.4,21.8,24.1,30.1,33.0,43.4
1984,4.1,4.3,4.6,5.9,9.6,18.3,33.9,36.1,46.8
1985,2.0,2.9,3.5,5.7,8.8,11.8,28.3,33.0,45.8
1986,3.4,6.2,8.0,12.9,22.8,24.2,26.9,35.3,62.9
1987,3.4,5.5,6.6,8.9,11.7,22.2,27.4,32.0,46.3
1988,2.2,3.3,4.0,5.0,6.4,11.9,25.4,36.5,49.6
1989,3.9,5.0,5.5,10.5,12.7,15.5,31.9,47.3,68.3
1990,2.2,3.2,4.3,6.3,9.1,11.9,25.2,31.6,59.7
1991,,,,,6.8,10.0,24.5,32.3,40.8
1992,,,,,8.3,12.0,22.2,31.5,49.8
1993,,,,,25.6,28.8,48.3,51.9,51.9
1994,,,,,7.2,12.1,31.2,36.2,41.2
1995,,,,,12.8,22.8,42.4,43.0,58.2
1996,,,,,13.9,14.4,27.4,46.6,60.3
1997,,,,,15.5,21.1,37.8,55.4,61.0
1998,,,,,7.3,10.8,,,45.0
1999,,,,,30.6,43.3,48.0,65.6,65.6
2000,,,,,10.2,18.3,34.5,36.1,40.0
2001,,,,,10.0,14.6,24.3,37.7,49.9
