Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1964,9.4,10.9,15.2,18.5,27.2,42.7,55.1,65.8,68.8
1965,7.9,9.4,11.2,12.2,17.8,22.1,27.9,31.2,31.5
1966,4.3,8.6,10.2,15.0,19.6,23.9,42.4,47.2,47.2
1968,4.8,8.1,9.7,13.0,17.8,32.5,55.4,85.9,88.4
1969,2.8,4.8,5.6,9.1,12.2,17.8,24.9,31.2,42.7
1970,5.3,7.9,9.9,13.0,16.8,20.6,41.1,56.4,57.4
1971,6.6,6.9,7.1,10.2,17.8,19.6,33.8,42.7,69.6
1972,5.3,8.9,11.7,14.5,20.1,26.4,36.6,47.8,50.5
1973,7.4,14.5,18.0,20.6,32.5,37.6,52.1,74.9,81.5
1974,5.6,8.6,10.9,17.5,29.2,35.3,42.4,52.3,52.6
1975,5.6,9.4,10.9,13.2,16.0,25.7,34.5,34.8,44.4
1976,8.4,11.2,13.0,21.1,36.1,51.6,67.8,100.1,110.2
1977,,,,,20.8,22.4,39.9,63.0,73.7
1978,6.0,10.3,11.1,12.1,15.8,26.7,37.4,40.4,42.7
1979,4.5,6.1,8.0,14.4,22.7,27.6,29.0,37.8,57.5
1980,10.3,14.1,17.6,25.3,43.3,47.4,47.4,47.4,48.8
1981,4.5,7.3,9.0,13.9,17.0,26.5,56.1,60.3,60.5
1982,6.0,7.4,7.9,7.9,15.3,18.2,28.3,45.8,62.1
1983,4.5,5.3,7.1,11.7,15.4,21.4,33.3,39.0,50.2
1984,10.5,14.9,20.7,29.3,32.1,35.1,53.4,56.4,60.9
1985,3.7,5.5,7.8,8.8,17.4,20.0,28.8,33.6,34.8
1986,7.6,9.9,11.3,19.3,26.8,34.2,51.5,63.1,81.1
1987,4.8,7.2,10.6,12.0,14.4,21.0,31.6,45.5,57.1
1988,9.5,14.7,18.5,26.5,28.4,31.5,50.9,58.7,65.8
1989,7.1,9.2,11.6,15.3,18.7,21.8,51.4,52.8,52.8
1990,6.3,8.4,11.6,16.3,20.8,25.0,47.1,58.3,67.8
1991,4.7,7.8,9.7,12.0,14.7,19.2,33.3,50.4,61.6
1993,6.8,10.2,12.3,20.5,30.7,35.4,38.6,59.2,62.8
1994,3.9,5.2,6.4,8.1,11.4,16.6,27.3,37.3,44.5
1995,8.0,10.1,12.1,17.9,22.6,31.2,34.3,37.5,37.5
1996,,8.7,13.0,21.0,28.6,41.8,57.6,65.2,76.3
1997,5.3,7.8,10.6,12.1,17.4,23.5,24.6,27.8,36.0
1998,9.7,15.5,19.1,25.8,29.6,34.8,49.5,60.6,72.4
1999,4.1,6.1,9.2,11.5,13.7,21.8,52.8,71.3,74.4
2000,8.0,9.6,10.9,12.5,14.5,19.3,27.9,32.6,43.8
2001,4.9,7.0,9.0,14.5,17.0,20.1,35.3,43.8,43.8
2002,4.6,5.7,6.6,10.6,12.6,18.7,35.9,49.8,68.4
2003,4.3,7.5,11.3,17.1,19.8,19.8,29.6,45.4,68.1
2004,4.3,7.1,9.2,15.0,18.0,24.1,37.3,40.2,40.8
2005,4.8,6.7,7.5,11.2,11.9,15.8,28.4,,56.8
2006,5.8,8.7,12.6,17.9,25.9,37.2,43.5,50.6,56.1
2007,,,,,,,,,51.5
2008,5.0,6.2,6.6,10.6,13.0,20.6,31.3,53.4,62.9
2009,,,,,,,,65.4,73.4
2012,3.4,4.5,5.5,8.6,12.6,21.8,40.2,57.9,59.3
2013,6.6,9.8,14.0,17.8,23.5,38.4,60.8,74.0,76.1
2015,8.5,12.0,17.8,31.1,58.5,84.0,94.1,94.3,125.4
2016,5.2,5.5,5.5,5.5,11.0,14.9,30.2,45.7,64.3
