Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1979,9.0,14.2,17.5,19.4,20.9,29.1,56.2,69.1,82.6
1980,5.3,8.7,12.8,21.0,33.4,59.2,74.2,74.7,74.9
1981,5.5,8.1,9.4,16.7,22.7,29.1,39.9,48.2,58.1
1982,3.6,4.8,5.9,7.8,15.3,23.6,38.0,45.1,58.6
1983,2.6,4.4,5.9,8.4,16.5,18.2,22.1,27.8,30.0
1984,7.8,12.0,13.7,17.7,18.3,23.5,33.5,49.7,59.4
1985,3.5,4.3,4.7,6.9,10.4,19.7,33.6,51.0,60.3
1986,6.5,7.6,8.7,11.0,16.5,27.3,45.1,68.0,68.0
1987,7.4,12.2,12.5,16.7,20.7,31.4,38.1,46.2,70.8
1988,8.1,10.7,12.1,16.0,21.7,22.5,26.4,30.4,37.8
1989,9.5,13.7,16.5,21.0,26.7,28.6,32.3,48.2,57.1
1990,5.1,7.8,9.1,13.8,21.2,31.1,49.7,61.5,71.2
1992,6.0,11.6,12.5,16.2,18.0,22.6,28.3,38.8,55.8
1993,10.2,15.9,23.9,31.0,35.8,39.8,41.0,41.2,43.1
1994,5.7,8.0,10.1,13.3,14.3,23.1,39.8,44.5,45.4
1995,5.8,7.9,11.2,17.2,23.0,24.3,31.8,39.3,44.7
1997,6.5,11.6,14.0,20.0,24.4,26.8,,,61.4
1998,6.9,10.7,13.3,22.0,23.2,26.4,42.3,46.4,52.0
