Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1968,,,,,12.7,20.3,56.4,100.6,154.9
1969,,,,,24.4,25.1,32.3,49.5,58.4
1970,,,,,6.1,10.9,24.1,32.5,37.3
1972,,,,,8.1,11.4,24.6,30.5,39.4
1973,,,,,25.4,27.9,34.5,44.4,56.6
1974,,,,,8.1,16.0,30.5,43.7,68.8
1975,,,,,9.1,16.0,26.7,43.2,66.8
1976,,,,,7.1,11.7,26.7,36.8,45.0
1977,,,,,9.1,14.2,31.5,51.1,59.2
1978,,,,,14.0,19.1,38.1,42.9,66.8
1979,,,,,15.2,16.8,37.6,49.8,64.5
1980,,,,,12.0,20.8,36.8,63.4,101.2
1981,,,,,13.2,16.6,29.2,41.2,60.2
1982,,,,,18.8,25.4,29.6,41.4,52.8
