Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1966,11.9,14.2,17.8,23.1,31.7,36.6,37.3,58.4,58.4
1967,8.1,9.1,12.4,16.8,22.4,31.2,42.7,42.7,43.2
1969,11.7,22.4,27.2,33.3,33.8,33.8,43.9,46.7,48.3
1970,6.6,8.1,10.4,13.2,15.7,22.1,36.1,46.5,64.5
1971,7.6,11.2,14.0,15.5,16.5,17.3,41.7,54.4,59.7
1973,13.7,22.4,29.2,29.2,29.2,30.7,56.4,60.7,65.3
1974,11.4,15.0,15.5,17.3,26.9,28.7,32.0,32.0,32.0
1975,8.9,9.1,9.9,15.7,16.8,25.1,43.7,44.7,52.6
1977,4.3,7.6,11.2,14.2,16.0,21.1,29.0,35.3,36.6
1978,13.9,16.3,17.2,18.2,20.6,33.4,43.3,52.0,57.5
1979,8.8,14.6,20.4,31.6,46.6,62.5,62.5,62.5,64.5
1980,11.4,14.8,19.0,26.7,31.3,34.0,34.9,44.3,49.5
1981,,,,,14.8,20.8,46.6,59.5,76.5
1982,3.5,4.9,6.3,10.8,20.2,33.0,40.0,40.0,40.6
1983,7.0,7.7,8.3,9.5,13.4,14.4,19.8,29.8,39.6
1984,8.7,13.3,15.9,20.2,28.3,31.3,46.2,53.4,55.6
1985,6.0,9.8,11.1,11.5,16.4,21.8,29.2,40.3,48.4
1986,4.7,9.0,12.8,19.0,20.0,28.3,34.6,45.1,53.5
1987,7.1,10.6,12.0,17.8,25.5,39.0,54.7,56.4,56.4
1988,7.6,11.6,15.6,18.4,18.7,27.5,35.7,37.2,49.6
1989,7.4,12.4,14.8,16.8,20.8,23.0,32.5,45.1,60.7
1990,10.1,13.7,14.7,18.4,29.6,36.7,44.4,44.4,52.4
1991,5.4,7.8,8.9,13.4,19.2,26.9,28.8,32.2,37.4
1992,3.6,7.2,9.0,11.3,12.2,14.7,26.4,37.6,41.6
1993,6.2,8.6,12.9,18.4,18.7,18.7,27.1,33.0,33.6
1994,5.1,8.9,10.4,15.2,24.8,24.8,36.2,40.2,41.8
1995,5.4,7.6,10.1,14.7,16.4,22.7,25.9,41.3,50.8
1996,3.6,5.4,7.2,9.7,16.8,19.0,23.4,29.9,48.4
1997,10.2,17.2,24.1,35.7,49.0,56.8,59.8,66.0,69.5
1998,9.5,13.2,15.6,19.3,21.1,24.5,29.8,31.2,33.8
1999,9.2,14.9,18.5,23.2,27.3,29.1,40.1,50.9,81.9
