Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1969,,,,,16.3,25.9,27.2,27.4,31.2
1970,,,,,16.5,20.8,40.1,40.9,48.8
1971,,,,,27.4,30.5,54.1,62.2,73.9
1972,,,,,18.5,23.6,29.7,30.0,36.8
1973,,,,,17.8,24.9,35.1,35.8,36.8
1974,,,,,18.8,18.8,18.8,24.4,28.7
1976,6.3,9.9,10.9,15.0,16.5,17.8,30.5,45.0,56.9
1977,7.6,11.2,13.2,15.7,15.7,17.3,29.0,36.8,43.2
1978,6.4,7.4,7.5,9.4,10.4,12.6,18.6,25.9,41.2
1979,9.0,10.8,11.8,15.4,16.8,18.2,42.2,52.4,52.4
1980,4.5,6.5,8.6,13.2,20.1,25.6,42.4,51.4,82.6
1981,7.4,13.0,13.8,14.8,22.0,27.6,35.8,35.8,35.8
1982,3.5,5.8,7.1,7.7,9.0,12.9,21.2,22.7,22.7
1983,5.9,9.2,10.5,11.8,13.3,20.1,22.0,38.0,49.1
1984,6.6,9.6,10.7,10.9,14.4,18.2,27.4,37.0,47.2
1985,7.9,14.1,16.9,17.2,28.7,44.5,62.1,65.4,65.8
1986,7.0,8.7,11.8,18.7,22.8,28.7,38.6,50.8,54.8
1987,10.1,19.8,24.3,40.3,51.9,66.5,90.7,92.3,93.8
1988,4.2,5.4,7.6,9.4,11.4,14.7,27.7,42.1,52.8
1989,4.2,8.3,10.3,14.7,17.8,25.0,31.2,34.4,36.2
1990,5.4,9.9,10.9,14.4,17.3,17.3,24.2,31.4,33.8
1993,6.2,9.6,11.4,14.8,21.8,25.4,33.3,38.8,44.4
1994,8.3,9.7,10.3,15.9,16.1,17.9,28.9,43.0,44.0
1995,6.6,8.0,9.2,14.2,16.6,19.8,32.8,40.2,40.2
1997,5.1,6.9,8.2,10.5,13.8,18.3,22.4,40.9,53.9
1998,12.6,17.4,19.0,19.3,20.4,25.8,51.6,62.0,66.3
1999,4.5,5.7,6.5,10.4,16.6,28.4,43.7,44.3,46.7
