Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1952,9.7,12.2,13.0,13.2,13.2,13.2,19.6,21.8,33.5
1953,3.8,6.6,7.6,10.7,14.5,23.1,37.8,73.9,99.6
1954,11.2,15.2,20.1,37.1,44.2,45.2,45.2,45.2,46.7
1955,9.1,10.4,11.2,13.0,15.2,18.5,24.4,24.4,28.7
1956,8.6,15.5,17.0,17.5,20.3,24.4,32.5,40.9,42.4
1957,4.6,5.3,5.8,6.6,9.9,15.0,31.2,52.8,74.9
1958,5.8,6.9,10.2,13.7,18.0,19.6,24.6,26.2,33.0
1959,4.8,8.1,9.7,11.9,13.7,25.4,27.9,30.5,36.6
1960,4.3,7.6,9.1,9.1,12.7,17.3,18.8,26.4,34.8
1961,9.7,14.7,17.3,24.9,33.0,39.1,67.8,77.2,133.3
1962,8.9,9.9,9.9,10.2,11.9,23.1,30.5,31.0,41.9
1963,8.6,15.0,17.3,26.7,32.3,32.8,35.3,42.7,67.3
1964,4.3,6.9,7.6,10.2,14.0,18.3,23.6,32.8,48.3
1965,7.1,7.6,8.1,9.9,15.5,22.9,39.6,55.6,70.4
1966,5.1,8.4,11.7,17.0,19.8,21.8,23.9,40.1,50.8
1967,5.3,6.9,7.4,14.2,15.5,17.5,21.1,24.9,36.8
1970,4.3,5.8,8.1,14.5,17.3,17.8,34.3,34.3,34.3
1971,6.1,10.4,13.2,16.5,18.0,20.3,30.7,43.4,52.3
1973,4.8,6.9,9.9,13.7,16.3,16.3,17.5,22.4,38.9
1974,6.1,9.7,14.5,19.8,29.0,36.8,50.8,54.4,55.4
1975,7.9,12.7,13.7,17.0,19.3,21.1,26.4,28.4,33.0
1976,9.7,13.0,14.0,20.6,21.1,21.1,23.4,23.6,23.9
1977,5.1,8.1,8.6,12.7,15.2,15.2,19.6,24.9,28.2
1978,6.6,9.0,9.8,17.7,22.4,29.7,32.4,36.1,61.0
1979,8.8,9.5,10.4,11.5,11.8,19.1,45.1,48.0,48.0
1980,6.2,7.0,8.7,8.9,11.6,18.9,28.6,33.9,39.6
1981,,,,14.0,24.3,27.7,28.1,28.1,28.1
1982,7.3,11.5,13.8,16.9,27.6,39.2,56.4,59.2,60.0
1983,9.2,12.0,13.9,13.9,14.0,15.8,25.2,26.7,35.7
1984,9.6,16.2,17.0,17.0,17.2,17.2,31.0,46.2,81.2
1985,7.4,11.9,13.5,16.9,22.4,28.1,28.6,28.6,36.1
1986,7.9,13.9,16.4,18.3,18.5,20.8,42.9,70.9,83.2
1987,15.9,26.7,32.9,47.1,49.7,53.4,54.0,71.1,74.3
1988,8.3,14.6,18.3,18.3,19.8,22.7,24.8,32.5,44.0
1989,,,,,,,,,65.9
1990,7.1,9.7,12.5,14.7,15.2,21.5,25.2,26.0,33.1
1991,6.4,9.2,13.7,21.0,22.7,23.1,23.8,23.8,26.5
1992,4.8,6.4,8.4,12.8,14.0,18.0,21.2,26.2,34.2
1993,2.2,2.9,3.8,4.8,7.2,13.2,23.2,28.8,41.2
1994,10.6,12.2,12.6,15.0,19.7,20.2,21.3,22.5,22.5
1995,5.6,6.3,8.2,8.4,10.0,11.5,22.2,24.6,28.1
1996,9.9,14.7,16.1,22.4,24.1,24.1,28.0,28.0,28.0
1997,8.2,11.8,12.3,13.1,17.5,19.5,30.6,32.2,32.4
1999,10.7,13.4,13.8,15.1,16.5,23.3,25.5,42.7,48.8
2002,5.3,8.6,11.6,15.7,21.1,23.8,35.3,36.6,37.5
2003,7.3,14.3,19.4,25.0,25.8,25.8,25.8,39.7,44.9
2004,3.7,5.3,5.8,9.3,16.1,25.6,37.5,44.3,52.1
2005,7.4,9.8,10.8,11.6,17.0,17.4,22.4,27.9,44.9
2006,7.6,12.0,13.2,14.1,14.6,20.0,32.8,41.0,41.6
2007,5.8,10.6,15.6,23.0,25.9,26.7,27.6,28.1,37.1
