Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,3.0,5.8,8.6,13.2,20.3,32.3,57.7,78.0,85.6
1971,3.3,5.8,8.4,12.7,20.3,35.3,72.4,96.8,127.0
1972,2.5,3.0,4.1,6.6,12.2,22.9,51.3,82.0,149.6
1973,5.8,8.9,13.2,18.5,22.1,29.0,49.5,78.7,127.8
1974,7.9,14.2,16.3,18.5,22.4,29.0,62.2,100.6,139.7
1975,2.5,4.6,6.3,10.2,18.8,30.7,71.4,95.0,164.6
1976,3.3,5.8,8.6,16.8,20.6,23.9,48.3,76.5,102.6
1977,6.1,11.2,14.2,19.0,21.8,31.5,62.0,77.2,99.8
1978,3.0,5.3,6.9,12.4,16.1,25.2,60.0,98.8,160.0
1980,5.0,7.4,8.9,11.2,17.5,34.0,85.2,125.1,208.6
1981,3.9,5.4,7.5,12.0,17.8,27.1,61.1,96.4,141.7
1982,1.9,3.4,5.2,9.9,19.8,34.0,68.1,80.9,119.0
1983,3.4,5.3,6.5,8.4,14.4,26.5,57.8,76.0,108.6
1984,5.0,7.1,8.7,11.9,15.7,28.0,56.5,79.8,107.9
1985,4.0,4.8,5.5,8.9,17.2,28.1,42.2,56.6,70.8
1986,2.7,4.1,5.8,9.5,16.2,32.2,63.2,84.5,139.6
1987,3.3,5.4,7.6,11.6,13.4,22.5,59.2,88.2,136.7
1988,2.7,4.4,6.6,9.2,12.9,24.3,54.5,71.1,104.9
1989,4.3,5.8,6.4,8.7,14.4,26.4,50.2,72.1,102.4
1990,4.1,4.9,5.8,8.8,15.6,29.6,59.4,92.4,147.2
1991,4.7,6.2,7.3,11.4,20.5,33.2,59.1,95.2,139.8
1992,5.2,8.6,12.4,16.2,18.1,27.9,62.6,83.6,154.9
1993,3.7,4.6,6.8,11.9,18.8,34.3,83.0,122.4,163.3
1994,3.6,4.8,6.2,9.7,18.1,32.8,60.3,89.3,128.3
1995,3.5,4.6,6.8,12.5,18.4,31.5,65.9,78.0,115.2
1996,6.0,8.6,11.6,15.6,18.6,34.7,69.6,96.3,135.5
1997,7.7,9.0,12.8,13.9,22.9,40.8,88.5,120.3,157.1
1998,3.2,4.9,5.3,8.2,13.5,23.0,50.8,95.2,123.8
1999,2.4,4.7,6.7,10.9,20.7,41.2,81.5,116.8,145.6
2000,3.3,4.4,5.4,9.6,18.9,31.0,52.6,82.8,100.8
2001,5.8,6.9,7.7,9.1,16.7,30.7,67.8,94.7,109.6
2002,4.0,7.8,10.9,18.9,33.7,52.8,64.2,81.8,108.4
2003,3.3,4.6,6.7,10.5,19.4,37.3,83.7,106.7,118.6
2004,4.4,5.8,7.3,10.2,13.8,24.5,57.8,97.6,155.0
2005,7.2,9.7,10.8,11.9,19.7,32.3,80.4,135.8,228.0
2006,4.6,9.3,13.9,15.0,20.0,35.9,69.8,96.5,141.9
2007,3.2,5.8,7.1,11.9,16.0,24.7,61.6,111.9,156.5
2008,2.8,5.6,7.0,9.4,18.7,34.3,69.2,95.8,115.6
2009,4.3,5.3,7.5,13.8,21.6,37.9,89.3,137.8,186.1
2010,2.2,3.6,5.2,7.8,12.6,20.4,43.1,62.2,90.8
2011,3.6,6.9,7.9,11.8,17.9,29.8,60.4,84.2,102.4
2012,3.6,7.1,9.5,14.8,24.9,29.8,80.4,137.8,183.8
2015,4.8,5.5,8.1,10.6,18.7,32.0,69.6,120.3,145.9
2016,4.7,6.8,9.1,12.4,19.0,31.1,68.7,95.2,116.2
2017,3.8,4.7,6.5,8.0,11.8,17.3,48.6,85.1,129.1
