Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1960,1.3,1.8,2.0,2.8,5.6,8.1,9.1,9.1,10.2
1961,2.0,3.3,3.6,5.1,5.8,7.9,18.0,30.0,40.6
1962,3.0,3.8,3.8,4.3,4.8,5.6,8.1,12.4,16.3
1963,1.5,2.5,3.0,4.1,5.3,7.6,12.2,13.0,18.5
1964,1.3,1.8,2.5,4.6,5.1,8.4,13.7,21.3,29.0
1965,1.0,1.3,2.0,3.3,5.8,9.1,10.4,10.4,11.4
1966,1.8,2.3,2.5,3.0,4.3,6.9,11.2,12.2,12.7
1967,1.0,1.8,2.3,2.3,2.3,3.6,7.4,14.2,17.8
1968,2.0,2.8,3.6,4.3,6.3,7.1,14.2,17.8,18.8
1969,4.6,7.9,11.2,14.5,15.2,16.0,19.3,19.8,21.1
1970,1.3,2.0,2.5,2.5,3.6,5.8,14.0,18.3,18.3
1971,3.6,6.9,6.9,10.2,14.5,20.8,21.8,23.9,29.7
1972,2.3,2.3,2.3,3.3,5.8,10.4,16.3,18.3,18.3
1973,2.0,2.3,2.3,2.8,3.6,3.6,5.3,6.9,10.9
1974,1.5,2.5,3.0,3.6,5.3,6.1,13.5,23.6,28.7
1975,2.0,3.3,4.3,6.3,9.7,14.5,15.0,17.5,18.0
1978,1.6,3.0,3.4,5.4,5.4,7.2,9.0,9.8,10.6
1979,2.1,3.0,3.2,3.2,4.2,5.8,9.3,16.4,19.5
1980,1.8,2.0,2.5,3.6,6.4,9.0,15.6,16.4,17.4
1981,2.2,3.4,4.6,6.6,6.6,6.6,8.9,9.7,9.7
1982,1.1,2.2,3.1,4.2,7.9,10.8,10.8,10.8,10.8
1983,0.9,1.3,1.3,2.5,4.9,8.8,10.8,19.0,29.6
1984,2.4,2.8,3.1,3.4,3.9,6.3,16.7,25.8,26.3
1985,2.4,3.5,3.9,4.0,6.8,12.5,31.4,48.9,53.1
1986,3.6,5.1,6.5,7.3,10.0,12.0,13.4,13.9,22.2
1987,2.8,3.5,4.5,5.4,6.2,6.4,9.6,12.4,15.2
1988,2.2,3.7,4.6,5.7,7.8,10.1,12.0,14.1,20.2
1989,1.3,1.9,2.9,4.6,6.9,6.9,10.0,11.3,14.0
1990,1.7,1.9,2.4,2.7,3.5,5.8,9.2,12.5,14.6
1991,1.0,1.5,2.0,2.8,4.1,7.8,15.5,19.8,25.6
1992,1.5,1.7,1.7,2.5,4.1,6.0,10.5,14.5,17.9
1993,2.1,3.2,3.6,5.1,6.6,8.9,11.7,12.1,14.2
1994,1.8,2.2,2.4,2.7,3.7,5.5,9.8,11.2,17.3
1995,3.5,4.7,6.5,7.9,10.2,11.8,12.7,14.0,14.0
1999,1.0,1.5,2.0,2.7,3.5,4.7,7.6,10.8,12.8
2000,1.2,2.0,2.2,2.5,4.2,7.2,15.7,20.2,25.5
2001,4.7,8.3,9.5,13.0,15.4,16.3,17.3,20.4,31.9
2010,1.8,2.4,2.4,4.4,5.0,9.2,21.4,36.2,40.4
2011,3.0,4.4,6.4,9.0,9.8,10.6,13.8,14.0,18.8
2012,2.8,5.2,6.8,7.6,8.0,8.0,10.8,18.8,19.2
2013,3.4,4.2,4.4,4.6,5.2,6.0,12.2,21.2,35.0
2014,1.2,2.2,2.8,3.6,5.8,9.0,15.6,22.4,36.4
2015,1.6,2.4,2.6,3.2,4.0,5.8,9.6,10.6,10.6
2016,1.4,2.6,3.8,5.6,7.0,8.2,14.4,19.0,26.8
