Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1969,4.6,7.6,11.4,18.0,21.1,33.3,56.1,63.8,72.1
1970,3.8,4.8,6.3,9.9,14.7,26.2,42.7,54.4,65.8
1971,5.6,6.9,7.6,10.7,13.7,24.6,60.5,93.0,93.7
1972,4.1,6.9,8.6,15.0,21.3,29.2,46.7,65.8,67.6
1973,7.4,9.4,12.2,16.3,26.7,35.8,54.4,85.1,141.0
1974,3.6,5.8,7.6,10.9,15.7,25.9,44.2,45.2,46.5
1975,5.1,8.9,9.7,12.2,14.7,22.4,43.7,53.1,76.2
1976,4.3,7.9,8.6,11.2,17.3,30.2,43.9,64.5,117.9
1978,6.9,11.0,14.9,17.0,22.4,25.4,53.0,81.2,89.6
1979,4.8,7.1,8.5,14.4,18.9,26.9,38.7,51.7,71.2
1980,4.0,6.2,7.5,12.5,16.5,25.4,54.6,76.3,82.0
1981,6.5,9.2,10.5,12.1,19.4,28.4,48.5,77.9,105.4
1982,4.7,6.5,8.8,11.8,13.9,20.6,41.7,49.8,59.2
1983,1.6,3.2,4.6,9.0,14.5,24.4,53.4,83.8,147.6
