Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1988,4.9,7.8,8.8,10.0,13.3,16.4,16.7,24.0,25.2
1989,5.1,9.9,13.8,18.2,21.4,33.2,40.3,41.9,65.4
1990,9.4,14.6,17.9,19.8,20.3,21.2,23.0,30.2,32.2
1991,3.0,4.5,5.2,7.2,11.5,18.8,35.9,42.0,45.8
1992,6.2,10.9,14.3,17.1,18.6,29.2,33.2,33.2,38.0
1993,1.7,2.4,3.2,5.0,9.1,11.6,,,43.4
1994,13.9,16.0,17.1,17.5,19.5,35.5,42.0,44.5,66.2
1995,8.0,12.2,16.2,19.7,24.6,31.6,33.6,41.4,51.2
1997,5.3,6.7,7.5,8.9,10.6,16.8,,,57.0
1999,7.8,15.0,18.5,21.8,23.3,23.3,28.5,37.5,52.7
2001,10.2,12.8,13.3,15.1,20.4,28.2,28.2,39.0,40.0
2002,10.1,14.0,14.8,15.3,16.4,22.6,37.3,50.6,56.4
2003,10.4,13.5,14.7,17.0,19.3,25.9,32.2,33.2,41.9
2004,6.0,10.2,11.9,19.3,25.9,26.7,27.4,35.1,41.8
2005,6.6,11.8,15.6,24.0,27.0,41.7,58.5,65.9,95.9
2006,10.4,12.8,14.7,19.0,21.0,28.7,37.6,44.1,47.6
