Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1996,8.0,16.0,19.5,21.4,24.9,26.9,30.3,44.2,44.7
1997,8.5,14.9,17.1,23.7,27.1,28.8,29.0,50.8,63.0
1998,6.5,10.9,12.2,12.4,15.0,19.7,28.8,32.4,33.8
1999,9.6,15.6,16.8,19.2,23.2,25.4,32.8,33.0,39.3
2005,10.5,10.5,12.9,13.7,18.3,27.9,37.1,37.1,65.2
2006,9.1,17.7,18.5,19.3,19.3,19.3,19.5,26.4,26.4
2007,3.2,3.3,3.8,4.4,7.8,13.3,27.5,39.8,40.9
2008,5.9,7.4,9.1,15.6,23.5,28.0,39.5,51.0,53.7
2009,9.1,14.6,16.8,19.2,26.4,27.7,36.0,40.8,63.7
2010,10.4,13.3,15.9,19.8,22.2,23.0,47.4,52.8,58.1
