Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1964,3.3,5.3,5.6,5.6,6.6,7.1,9.1,11.7,21.3
1965,3.0,5.3,7.9,11.7,12.2,12.4,15.0,18.8,26.9
1966,1.8,2.5,3.3,5.6,7.9,8.6,9.1,12.2,18.3
1967,3.0,5.1,5.6,8.9,13.2,18.5,20.3,20.3,20.3
1968,2.0,3.0,4.3,5.3,5.3,6.3,9.9,15.5,19.6
1969,2.3,4.3,5.8,8.9,9.1,10.7,16.8,18.8,20.6
1970,4.6,5.6,5.6,5.8,6.9,10.4,12.7,22.4,23.9
1971,4.1,4.3,4.3,5.1,6.9,10.9,17.0,21.3,26.9
1972,2.3,3.3,3.6,5.8,10.2,14.5,17.5,23.6,34.8
1973,1.8,2.3,2.5,3.6,5.3,6.3,14.2,18.0,19.3
1974,4.8,6.9,9.7,11.4,13.2,13.7,14.0,14.0,14.7
1975,2.8,3.8,4.8,7.1,10.2,12.7,13.0,13.2,14.0
1976,9.1,11.2,12.2,13.2,13.2,14.7,22.1,24.9,26.4
1977,2.8,3.6,3.8,4.3,6.3,7.9,12.2,17.5,19.3
1978,1.8,2.2,2.2,3.5,4.2,5.5,11.0,17.1,21.7
1980,,,,,10.2,10.9,14.5,21.3,22.4
1981,,,,,7.4,9.1,13.6,20.4,23.7
1982,,,,,9.8,13.5,21.4,37.1,55.9
1983,,,,,7.4,10.7,16.9,20.4,22.0
1984,,,,,5.6,9.9,10.5,14.8,20.5
1985,,,,,7.4,8.8,15.7,22.7,39.4
1986,,,,,6.4,8.7,12.9,12.9,19.4
1987,,,,,14.1,16.4,20.9,25.0,26.8
1988,,,,,4.9,9.8,15.1,18.2,22.2
1989,,,,,5.1,,,27.0,31.4
1990,,,,,6.2,10.7,23.8,27.0,44.2
1991,,,,,8.5,11.8,25.3,26.6,29.6
1992,,,,,3.6,5.8,9.6,12.6,19.9
1993,,,,,7.3,11.5,19.0,26.6,31.6
1994,,,,,10.4,12.9,15.0,20.1,34.4
1995,,,,,9.3,9.8,13.5,23.7,30.5
1996,,,,,10.0,11.7,13.3,18.9,22.2
1997,,,,,13.7,14.2,18.1,20.3,24.2
1998,,,,,7.5,8.9,12.8,16.2,18.8
1999,,,,,7.0,10.1,13.2,13.2,16.0
2000,,,,,5.9,10.4,14.0,15.6,18.8
2001,,,,,7.8,8.9,10.0,15.0,24.3
2002,,,,,5.2,9.2,15.7,20.1,20.9
2004,,,,,17.0,17.0,32.3,44.0,57.0
2005,,,,,5.0,7.6,12.1,16.7,23.0
