Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,1.8,2.5,3.0,4.6,6.3,9.9,21.6,22.1,29.5
1971,1.8,2.3,3.3,4.8,6.3,10.9,24.4,33.8,37.1
1972,3.0,3.3,3.6,4.8,7.1,9.7,18.8,25.9,28.7
1973,2.8,3.8,5.1,7.4,8.6,10.7,19.6,19.8,19.8
1974,1.5,2.3,2.8,3.6,6.1,8.1,9.7,10.4,19.6
1975,3.3,5.8,7.6,13.5,24.1,33.8,45.5,48.5,48.5
1976,1.0,1.8,2.8,4.3,7.1,9.1,16.3,23.4,24.1
1977,1.5,2.0,2.5,3.3,5.8,9.7,13.7,17.8,19.6
1978,2.6,2.7,3.5,5.4,6.7,10.7,20.0,25.0,28.0
1979,1.8,3.5,3.8,4.7,8.8,15.5,30.0,40.2,47.4
1980,1.1,2.0,3.0,5.2,7.9,12.0,17.2,19.9,26.0
1981,4.4,8.6,10.0,11.6,11.6,14.7,16.2,19.2,26.4
1982,,,,11.1,18.2,26.1,44.0,52.4,52.4
1983,1.5,1.7,2.4,3.8,5.2,7.9,11.4,16.9,27.1
1984,5.7,10.1,12.3,19.2,27.1,34.9,40.6,40.6,41.8
1985,2.3,3.5,4.5,5.0,5.4,8.0,18.7,28.5,39.2
1986,7.5,9.2,11.7,13.2,13.6,15.7,31.1,38.5,49.0
1987,3.3,6.4,6.9,7.5,7.5,11.7,29.3,35.4,35.4
1988,1.4,2.6,2.9,5.3,8.7,14.4,18.0,22.5,24.9
1989,1.0,1.8,2.7,4.4,5.1,8.3,17.8,19.7,20.7
1990,3.8,6.8,7.8,9.3,10.5,12.5,16.2,20.8,21.8
1991,3.1,3.6,3.6,5.4,7.0,12.0,20.4,26.4,30.2
1992,2.3,3.7,5.2,6.8,9.3,14.4,27.2,33.0,33.2
1993,1.5,2.7,3.8,7.3,13.8,21.5,24.2,24.4,27.4
