Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
2003,6.6,12.0,14.0,23.4,25.2,33.8,39.8,45.0,49.4
2004,5.6,9.8,11.8,16.2,22.6,22.6,26.8,34.8,38.0
2005,8.2,11.6,13.4,18.2,31.6,32.6,43.6,53.2,56.2
2006,9.4,12.6,14.2,16.6,19.4,24.4,30.6,33.0,35.0
2007,7.2,12.2,12.2,15.8,26.4,29.6,38.2,39.4,40.4
2008,9.2,16.0,17.8,22.0,22.8,26.4,38.0,45.0,49.8
2009,8.8,11.6,14.6,17.4,20.8,28.4,57.0,59.6,59.6
2010,9.0,12.6,14.8,21.2,22.4,25.8,48.8,49.0,49.4
2011,5.0,7.2,8.4,12.4,18.4,28.2,45.2,48.6,51.8
2012,5.4,6.2,6.8,8.8,13.4,16.2,22.8,26.0,35.0
2013,9.4,13.2,14.8,17.8,20.8,24.0,46.2,48.4,51.0
2014,9.4,10.6,11.4,13.0,18.4,27.0,31.4,38.0,43.8
2016,8.6,11.6,12.2,13.6,21.4,27.8,28.0,38.6,49.8
