Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1978,6.7,7.5,9.6,17.8,28.1,40.5,59.6,79.2,88.9
1979,6.8,9.4,10.0,10.6,16.4,17.3,34.9,52.6,63.0
1980,5.4,10.5,14.1,20.7,26.4,26.4,30.7,45.4,49.0
1981,8.0,10.8,11.7,16.2,21.0,41.9,76.7,101.5,103.7
1982,7.4,10.3,12.4,22.1,36.5,36.7,42.8,51.6,51.6
1983,8.2,13.1,17.4,25.5,27.1,27.1,28.0,38.8,47.8
1984,5.9,9.8,9.8,16.0,20.7,20.9,26.8,36.8,37.2
1985,5.7,9.4,12.6,18.0,29.4,30.8,37.6,52.8,65.6
1986,6.7,8.5,9.9,11.5,16.7,27.5,40.6,60.4,73.3
1987,,,,,,,,,
1988,4.5,7.5,11.1,12.9,13.1,15.7,,,43.0
1989,4.4,8.0,10.1,14.3,16.2,20.9,39.9,61.1,76.3
1990,5.5,8.8,9.0,10.4,11.3,19.7,47.9,65.3,65.3
1993,5.5,10.0,12.7,18.2,20.5,24.4,27.0,35.4,38.6
1994,10.0,16.6,18.6,20.8,25.9,27.3,44.6,45.7,50.9
1995,8.8,9.9,14.0,19.1,30.2,34.2,49.8,49.8,49.8
1996,9.8,13.0,19.5,21.8,24.2,25.4,,,69.2
1997,3.7,5.4,6.5,9.3,13.6,20.4,,,38.8
1998,8.8,10.4,14.1,23.1,33.2,37.7,42.2,43.2,48.8
1999,11.6,19.8,21.3,38.5,40.0,40.0,40.0,40.0,47.0
