Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1956,9.4,12.7,15.7,28.4,31.0,34.5,41.1,41.7,41.7
1957,2.0,4.1,4.8,7.9,10.2,11.4,23.4,23.4,24.6
1958,5.1,6.9,7.9,10.4,13.7,17.8,27.2,30.5,30.5
1959,7.4,8.6,8.6,9.1,9.1,9.1,19.3,24.1,39.4
1960,1.8,3.6,4.6,7.1,8.1,8.4,17.5,24.1,25.9
1961,11.9,16.3,19.6,25.9,29.2,34.8,36.1,36.1,36.1
1962,6.1,6.3,6.3,6.3,6.9,10.7,18.0,25.9,26.7
1963,3.6,4.6,6.6,6.6,9.1,14.0,22.6,41.1,41.1
1964,2.3,2.5,3.0,5.1,6.9,9.4,11.9,19.0,22.9
1965,3.3,4.8,6.9,11.2,19.6,27.2,38.6,38.6,49.3
1966,7.1,12.2,13.7,18.0,19.0,21.6,31.2,32.8,35.8
1967,7.4,11.9,12.2,12.2,12.2,13.2,18.0,18.3,20.1
1968,7.6,12.2,18.0,21.8,23.1,23.6,23.6,23.9,25.7
1969,2.8,4.1,5.3,7.4,9.1,9.9,13.2,19.6,23.6
1970,1.8,3.0,4.6,6.1,9.9,16.8,31.2,48.5,59.2
1971,3.3,4.6,5.3,6.6,9.4,13.7,18.0,29.0,29.0
1972,3.0,4.8,5.1,6.9,8.9,15.2,19.6,19.6,22.1
1973,2.8,3.0,3.0,3.0,4.8,8.9,21.1,27.2,32.0
1974,6.1,9.7,12.2,17.8,29.5,31.5,38.1,50.8,59.9
1975,9.7,11.4,12.7,13.5,14.2,16.0,22.4,35.8,43.4
1976,4.1,5.3,5.6,7.4,9.4,13.2,21.1,24.9,24.9
1977,4.8,6.9,9.9,10.7,11.7,13.7,35.6,43.7,54.1
1978,5.9,8.0,8.7,13.7,21.6,22.8,46.2,57.9,62.6
1979,1.6,2.2,3.0,4.4,6.6,10.8,10.8,11.0,12.4
1980,5.4,7.3,8.5,14.8,21.5,38.0,41.1,41.8,49.6
1981,5.3,8.0,11.5,12.5,12.5,12.5,12.5,19.7,32.7
1982,6.6,13.0,19.2,26.4,26.6,26.6,26.6,26.6,38.8
1983,,,,,14.8,14.8,14.8,15.2,27.2
1984,1.4,2.3,2.6,3.2,4.5,8.4,18.3,24.4,33.3
1985,2.1,3.2,3.9,4.9,8.4,13.7,18.0,20.5,35.4
1986,6.1,9.0,11.6,13.7,14.2,17.7,37.2,48.0,83.8
1987,5.6,11.0,16.4,22.4,23.5,23.7,25.8,26.0,26.0
