Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1979,9.5,12.0,14.5,14.5,14.8,14.8,14.8,16.1,18.4
1980,3.8,4.4,5.7,6.2,6.4,6.8,12.7,17.0,22.0
1981,3.4,5.5,8.4,12.0,17.5,19.0,22.3,22.7,22.7
1982,4.4,6.1,6.7,8.0,10.6,14.5,16.0,16.8,16.8
1983,2.7,4.2,5.7,9.2,11.0,16.3,16.7,16.7,21.0
1984,2.2,2.2,2.2,3.5,4.6,7.0,11.1,13.8,15.1
1985,2.0,2.0,2.4,3.2,6.3,9.9,11.9,13.4,15.8
1986,1.7,1.8,2.2,2.8,4.3,7.1,13.1,16.5,19.0
1987,6.5,9.1,12.1,19.7,21.0,21.0,21.0,21.0,21.0
1988,1.3,1.7,2.1,3.0,5.2,8.4,16.4,23.7,36.2
1989,2.1,2.8,4.0,5.7,7.2,11.3,15.5,20.4,26.4
1990,4.0,6.0,9.0,10.8,15.6,17.7,18.4,18.4,22.4
1991,5.9,8.5,9.3,9.5,13.8,16.6,16.6,16.6,16.6
1992,2.3,2.9,3.9,4.3,5.5,7.6,13.1,21.1,29.4
1993,5.4,7.0,9.1,11.9,12.1,12.7,,,20.4
1994,4.6,5.0,5.2,5.2,6.9,8.7,14.2,18.1,26.4
1995,4.2,4.8,5.5,7.9,13.1,16.8,20.8,20.9,24.0
1996,1.3,1.9,2.5,4.0,6.7,8.3,11.8,13.8,22.6
1997,2.3,3.5,3.9,5.1,6.6,8.9,15.0,15.9,21.9
1998,3.0,4.9,7.3,11.4,12.2,12.2,17.3,22.3,30.3
1999,1.9,2.9,3.3,3.7,5.5,7.3,,,16.4
2000,1.4,2.2,2.6,3.6,5.5,9.3,24.3,34.7,36.9
2001,4.6,5.2,5.4,5.8,5.8,5.8,,,8.8
2003,2.0,3.9,5.7,8.1,9.0,11.2,22.9,39.8,47.1
2004,1.6,3.0,3.9,4.9,7.6,8.0,19.7,26.8,34.9
2005,1.9,2.1,3.0,3.0,4.6,6.4,7.6,10.0,14.4
2008,4.5,4.9,5.1,5.6,5.8,7.8,13.3,13.7,13.7
2009,8.0,14.8,16.8,17.2,22.8,24.9,25.1,26.7,26.7
2010,3.5,4.8,6.5,9.1,12.8,15.6,15.6,16.0,16.0
2011,2.5,2.7,2.7,3.3,4.4,5.6,9.2,9.2,13.0
2012,8.5,10.5,14.3,19.7,26.8,26.8,26.8,26.8,28.4
2013,4.5,7.9,11.1,14.8,15.6,15.9,16.1,23.8,34.6
2014,3.4,4.6,5.4,7.2,7.9,10.6,14.7,20.1,24.8
2015,1.1,2.0,2.2,3.5,4.6,5.6,14.3,21.2,21.8
2016,3.1,4.7,5.2,6.6,9.4,9.7,19.3,23.6,24.8
2017,2.0,2.0,2.3,3.6,5.7,7.4,15.8,19.0,19.6
