Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1953,5.3,6.6,7.4,9.9,17.5,18.0,22.6,26.9,27.2
1954,3.6,4.8,6.3,7.9,13.2,15.2,19.3,24.4,25.1
1955,15.5,17.8,18.5,18.5,19.0,19.0,22.9,22.9,23.4
1956,4.1,4.8,6.1,9.4,15.2,15.2,27.9,34.3,41.9
1957,8.6,10.7,11.2,12.7,14.0,18.3,35.1,42.9,62.5
1958,5.6,7.4,9.1,11.4,16.3,22.9,42.4,43.9,43.9
1959,5.1,10.2,11.2,16.3,22.1,30.7,69.1,73.4,77.5
1960,4.1,7.6,9.1,11.4,17.0,18.3,18.3,18.3,27.7
1961,11.7,13.5,17.3,22.4,28.2,34.0,59.4,62.7,78.2
1962,4.3,8.6,13.0,17.8,17.8,17.8,22.6,32.5,34.3
1964,6.3,11.7,17.0,24.6,27.2,31.0,41.1,48.5,59.4
1965,3.8,5.1,7.6,10.4,14.2,18.5,25.1,26.2,30.7
1966,9.4,12.4,15.2,24.1,37.8,49.0,55.1,55.1,55.1
1967,3.6,5.8,6.6,10.2,12.4,21.3,32.3,33.8,34.5
1968,8.4,14.2,16.8,24.4,25.7,27.9,41.7,66.3,81.5
1969,3.6,4.3,5.1,7.1,9.9,13.0,18.3,25.1,33.0
1970,5.8,9.4,12.2,20.6,31.2,50.3,60.5,66.5,66.5
1971,6.3,8.1,9.9,12.4,20.3,26.4,43.7,44.4,46.7
1973,7.6,13.5,13.7,18.5,24.4,31.2,47.8,50.5,50.5
1974,8.6,14.2,17.8,27.2,28.7,31.2,33.8,33.8,48.3
1975,7.6,8.1,9.7,14.0,18.8,37.1,48.3,48.8,49.3
