Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1975,1.0,1.3,2.0,3.0,4.1,6.4,10.4,16.5,17.3
1977,0.8,1.3,1.5,2.8,3.8,3.8,3.9,4.6,4.9
1979,1.0,1.1,1.6,3.1,4.4,6.6,11.3,11.4,11.4
1980,0.6,0.9,1.4,2.5,2.9,5.2,7.8,8.5,16.7
1981,0.5,0.8,1.2,2.3,4.6,7.3,12.6,18.2,20.0
1982,1.2,1.8,2.4,4.2,6.2,10.4,21.8,24.0,24.0
1983,0.6,1.0,1.4,2.8,5.0,7.0,15.6,18.4,26.2
1984,0.5,0.9,1.3,1.7,2.9,4.8,7.6,12.6,21.2
1985,0.6,1.2,1.7,2.9,4.2,5.7,10.9,18.2,31.2
1986,0.8,1.0,1.2,2.1,3.7,5.2,10.6,14.0,14.0
1987,0.6,0.7,0.9,1.4,2.6,4.8,11.9,15.9,19.4
1988,0.7,1.4,1.4,2.7,3.7,6.3,9.3,11.7,16.0
1989,1.0,1.9,1.9,1.9,2.8,4.6,9.1,15.0,18.8
1990,1.2,1.2,1.2,1.2,2.3,4.1,9.1,12.8,17.8
1991,0.9,1.5,2.1,3.2,4.4,4.4,,,14.1
1992,0.9,1.1,1.4,2.6,5.1,8.0,15.4,21.1,30.8
1993,0.5,0.8,0.9,1.3,2.1,3.2,6.1,7.5,9.4
