Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,,,,,7.1,8.6,11.7,17.5,24.1
1971,,,,,6.9,10.7,18.5,22.1,35.3
1972,,,,,7.9,10.7,15.2,19.6,30.2
1973,,,,,5.3,8.1,14.5,26.9,32.3
1974,,,,,9.9,10.9,13.0,20.1,22.6
1975,,,,,10.4,13.2,19.6,27.9,36.3
1976,,,,,22.1,22.6,25.9,25.9,27.7
1977,,,,,10.2,11.7,15.5,16.5,20.3
1978,,,,,12.4,12.4,16.8,22.6,27.0
1979,,,,,14.9,15.2,15.2,15.4,18.0
1980,,,,,13.5,13.6,18.8,24.6,26.6
1981,,,,,6.7,10.0,16.2,21.4,23.4
1982,,,,,8.6,12.5,20.9,22.7,34.5
1983,,,,,36.4,36.4,36.6,36.8,36.8
