Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1979,10.1,11.3,11.9,14.1,20.0,24.4,33.7,37.3,42.6
1980,4.5,6.5,7.1,11.0,11.5,12.4,23.0,28.2,28.2
1981,4.9,6.3,8.2,9.4,10.1,19.2,26.0,26.0,26.0
1982,4.4,6.6,8.2,8.4,8.4,12.2,18.1,33.5,34.2
1983,5.7,8.4,12.5,12.8,13.0,13.6,17.7,28.1,37.3
1984,8.7,10.7,13.9,16.0,24.2,24.8,37.5,48.9,57.8
1985,7.7,8.6,8.6,11.1,14.2,18.3,29.9,42.6,51.2
1986,7.8,9.7,10.1,12.6,21.3,28.5,36.3,42.4,52.8
1987,9.9,13.9,19.8,31.3,42.2,46.9,52.5,52.8,53.6
1988,7.8,12.5,13.7,19.7,22.2,23.7,53.2,55.4,55.4
1989,9.7,12.0,17.5,22.7,22.7,23.3,24.9,26.2,32.3
1990,10.1,14.9,22.2,27.9,30.7,34.5,34.8,34.9,43.0
1991,11.1,13.7,17.3,24.6,24.6,24.6,26.8,34.5,39.4
1992,3.5,7.0,8.2,8.9,10.3,10.7,20.7,24.6,30.8
1993,2.8,5.6,7.8,8.4,8.4,8.4,14.5,22.4,25.7
1996,6.0,9.7,11.5,11.8,11.8,11.8,,,24.4
1997,4.5,6.0,7.0,7.1,11.9,18.8,33.6,40.2,43.4
1999,5.3,7.8,9.6,15.3,18.4,19.4,33.8,43.0,66.1
2000,6.1,11.7,17.2,24.6,29.4,30.5,37.2,38.8,41.0
2001,5.1,8.2,8.4,8.4,8.6,9.0,12.9,17.2,30.3
2002,3.2,6.1,7.3,11.7,18.8,20.4,33.4,34.4,34.4
2003,8.6,11.1,13.8,14.3,15.1,17.0,28.0,38.4,42.1
2004,5.2,6.1,6.9,7.5,10.1,14.6,22.0,28.5,34.2
2005,7.0,8.4,11.8,12.8,13.2,13.4,30.3,50.6,65.1
2006,3.3,5.5,6.2,7.9,9.2,11.3,20.9,35.2,36.6
2007,7.7,11.9,15.4,18.3,20.9,21.4,27.0,31.4,31.5
2008,5.6,10.7,16.0,30.3,49.0,57.0,66.2,67.4,67.2
2009,8.0,15.8,17.0,17.8,17.8,17.8,24.0,40.8,55.1
2010,5.5,7.3,9.0,10.9,11.2,12.5,19.8,29.9,45.7
2011,7.2,11.7,15.8,20.9,20.9,25.6,26.4,28.2,43.4
2012,3.9,4.7,5.5,10.5,12.3,14.9,28.2,35.9,62.4
