Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1980,5.1,5.2,6.1,9.8,16.4,31.7,76.0,107.6,171.5
1981,5.2,5.6,6.4,10.1,17.6,31.3,51.4,86.8,124.4
1982,4.3,6.4,8.8,10.9,17.4,27.6,63.8,71.8,103.7
1983,2.9,3.2,3.8,7.5,14.3,27.5,55.7,78.7,110.0
1984,4.3,7.7,8.2,11.8,13.4,20.4,46.0,72.2,103.9
1985,3.9,5.4,6.5,10.3,15.0,24.2,52.9,77.8,88.6
1986,5.6,7.1,8.4,10.9,18.0,35.8,58.4,76.3,117.4
1987,3.3,5.4,5.8,8.1,13.8,23.8,59.2,83.1,109.4
1988,3.4,4.7,5.4,7.3,12.3,22.8,44.4,63.3,73.4
1989,2.8,4.5,6.0,10.2,16.9,26.2,52.6,67.0,79.8
1990,6.0,8.1,9.1,11.5,19.8,37.9,76.4,97.9,142.3
1991,4.1,6.3,8.6,11.9,17.8,30.9,74.3,114.6,135.1
1992,4.5,5.9,7.8,12.0,16.0,23.7,55.0,83.6,121.6
1993,4.7,6.7,7.9,9.9,15.9,30.3,75.4,110.9,147.5
1994,3.4,6.1,6.3,10.2,16.0,30.5,66.3,82.2,88.1
1995,5.8,7.7,10.5,16.5,25.3,48.6,117.0,164.7,185.8
1996,4.1,5.5,6.5,11.1,13.5,23.3,50.5,93.2,111.6
1997,7.9,9.0,11.9,15.2,29.6,49.3,109.0,142.2,175.7
1998,4.0,5.9,8.5,13.0,16.0,25.7,50.7,94.5,134.9
1999,2.4,4.0,5.8,11.6,20.4,35.8,80.0,113.8,133.2
