Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1976,15.0,16.3,17.0,20.1,21.3,27.2,29.5,35.1,42.2
1977,9.7,15.5,16.5,21.3,28.7,45.7,73.9,85.8,86.1
1978,6.5,8.0,10.4,13.8,16.0,20.0,33.2,34.8,37.6
1979,4.8,8.0,10.0,15.6,17.5,19.4,24.0,25.2,30.8
1980,10.1,14.6,20.4,20.8,21.0,23.8,24.8,29.2,33.2
1981,,,,,17.7,22.8,37.0,43.6,45.4
1982,7.8,9.3,10.6,12.8,16.8,19.4,29.6,29.8,34.8
1983,11.4,16.7,20.4,21.4,22.2,22.4,31.0,43.6,44.4
1984,11.4,13.4,20.2,37.8,42.8,43.3,46.0,46.0,46.0
1985,10.0,16.8,18.8,20.2,29.5,45.2,52.3,57.5,57.7
1986,7.2,9.7,11.2,17.0,21.3,29.3,48.0,51.7,71.0
1987,7.8,9.5,11.9,18.7,31.5,38.0,38.1,48.4,49.6
1988,6.4,10.8,13.6,16.0,17.3,18.8,23.3,27.4,37.8
1989,,,,,27.7,43.8,71.6,74.0,74.0
1990,8.2,15.0,17.9,20.3,21.7,24.0,28.9,36.8,46.2
1991,7.8,9.5,13.5,15.8,16.6,24.8,35.4,35.4,55.8
