Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1966,11.4,18.5,22.9,25.9,34.0,34.0,34.0,34.0,34.0
1967,7.6,10.4,13.2,14.7,15.0,15.2,15.2,19.3,20.1
1968,4.3,4.8,5.8,7.1,7.9,11.7,21.1,31.7,47.2
1969,4.3,7.6,7.9,8.4,9.4,14.2,29.0,41.9,52.1
1970,9.4,11.4,12.2,13.0,13.0,18.0,22.9,30.5,54.1
1971,9.4,14.2,16.5,26.4,30.5,42.9,42.9,42.9,48.3
1972,5.1,8.6,9.4,10.7,13.2,17.8,24.6,24.6,25.4
1973,5.6,7.1,7.4,8.1,11.4,14.5,23.4,30.0,33.0
1974,11.4,15.5,19.6,21.1,23.4,23.4,25.1,33.0,36.3
1975,8.6,11.7,12.4,15.2,18.0,20.1,32.3,48.5,62.0
1976,4.8,9.1,11.7,12.2,12.2,12.2,18.8,24.4,31.5
1977,7.6,12.7,15.7,21.3,21.8,22.1,22.1,24.6,38.6
1978,2.7,4.4,5.1,7.2,11.2,11.4,17.5,25.9,37.2
1979,9.6,17.4,20.4,24.0,24.0,26.8,28.6,29.0,29.4
1980,4.6,5.8,6.2,7.4,11.2,13.6,23.5,32.3,43.3
1981,6.3,11.0,12.2,12.9,15.2,22.0,24.4,27.6,28.9
1982,2.9,3.8,4.0,5.4,9.2,13.9,15.5,23.7,23.7
1983,3.8,5.4,6.1,7.5,13.5,19.2,20.9,30.1,30.3
1984,3.1,5.4,7.1,8.3,9.4,9.6,23.9,37.4,48.8
1985,4.4,5.4,5.7,8.5,11.7,16.9,29.1,30.9,35.5
1986,2.4,3.6,5.3,10.3,15.8,22.5,30.6,30.8,38.0
1987,8.2,15.2,22.2,39.8,51.1,52.8,52.8,52.8,52.8
1988,7.3,12.5,17.5,23.7,26.4,28.5,51.2,81.2,103.6
1989,5.8,9.1,12.8,17.8,18.2,19.0,35.7,46.3,46.8
1990,10.9,17.2,21.5,21.5,22.4,22.4,29.1,36.6,46.8
1991,4.6,8.5,8.9,8.9,8.9,11.8,15.7,19.7,19.9
1992,5.6,9.3,13.5,14.7,17.7,22.6,29.4,31.6,31.8
1993,8.5,13.5,20.2,23.7,27.5,27.9,28.3,34.6,55.8
1994,4.9,9.6,9.8,9.8,9.8,12.8,25.0,26.0,26.0
1995,4.8,6.0,6.6,9.3,9.5,12.4,27.5,41.8,65.2
1996,3.6,4.8,5.8,6.4,7.0,8.0,,,36.2
1997,4.5,5.2,6.6,10.5,12.9,19.8,29.0,37.0,38.5
1998,14.5,21.0,22.6,23.6,34.9,42.6,49.3,56.1,57.7
1999,4.5,7.8,8.9,12.0,16.6,16.6,23.6,36.0,40.0
2000,5.1,6.9,8.2,8.2,8.2,13.3,22.1,28.6,31.4
2001,6.0,12.0,16.3,27.9,40.0,46.8,50.2,51.6,52.2
2002,4.8,6.0,6.2,7.1,9.1,13.8,15.9,16.4,29.4
2003,,,,,23.6,34.5,59.3,87.3,91.9
2004,6.7,8.3,8.7,10.4,12.4,18.9,25.0,25.0,37.4
2006,3.6,4.2,5.2,7.2,8.6,10.6,19.6,25.7,26.9
2007,13.5,15.4,19.3,20.1,21.6,23.2,32.2,43.4,44.1
2008,3.3,4.4,5.2,10.5,12.1,17.8,22.4,24.0,25.3
2009,14.5,19.4,20.0,20.0,20.0,20.0,20.4,21.3,26.2
2011,6.4,7.9,9.7,16.4,18.2,18.2,21.0,36.7,45.1
2012,4.0,7.8,8.6,14.9,15.2,18.0,21.8,26.8,31.2
2013,2.6,4.8,5.0,6.7,8.4,11.1,13.4,15.4,22.6
2014,7.2,9.0,9.9,13.8,19.5,19.5,22.0,26.1,33.6
2015,12.2,19.9,20.9,24.7,28.3,28.6,28.8,35.5,44.5
2016,8.2,10.3,11.6,12.4,13.2,14.1,18.3,21.0,28.2
2017,3.4,5.9,8.8,10.8,18.4,27.4,28.7,29.4,30.9
