Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1964,2.5,4.3,5.6,7.6,12.7,20.8,22.6,25.4,29.5
1965,3.8,5.3,6.1,8.6,11.2,15.0,22.9,24.4,28.4
1966,3.3,4.6,6.9,9.7,10.7,16.0,28.7,30.5,30.5
1967,6.3,9.4,12.7,17.8,27.4,32.5,34.0,34.0,46.5
1968,6.1,6.3,6.9,10.9,14.0,22.4,32.3,51.6,71.6
1969,2.3,4.6,6.1,7.1,8.4,11.2,23.4,29.5,29.5
1970,5.8,9.1,11.9,15.0,24.9,30.7,50.5,60.2,60.2
1971,4.3,8.1,9.1,10.2,15.5,21.1,38.4,40.9,51.6
1972,4.8,7.4,8.4,11.2,11.7,12.4,18.3,26.4,32.5
1973,4.6,6.3,8.1,11.7,16.0,24.6,34.3,45.0,46.0
1974,9.1,11.4,11.9,17.8,23.9,27.7,36.8,45.2,54.6
1975,7.4,10.4,11.9,13.7,14.7,18.3,34.3,34.3,38.6
1976,4.8,8.4,9.4,11.9,15.7,22.1,37.8,44.7,49.3
1977,8.4,13.0,16.8,20.8,22.9,29.2,29.7,32.8,43.2
1978,2.9,4.6,4.6,8.5,16.9,27.6,30.2,31.7,44.4
1979,7.2,11.5,15.2,25.1,40.3,46.0,49.3,55.5,71.8
1980,7.1,11.7,16.1,31.7,42.6,43.2,44.0,44.0,44.0
1981,9.6,14.1,17.3,19.8,20.3,20.7,29.3,40.8,41.2
1982,5.1,5.1,5.7,8.5,11.0,17.9,35.4,39.2,42.0
1983,7.7,12.1,15.4,19.6,22.2,39.1,54.8,59.2,59.2
1984,12.0,16.8,20.2,30.2,30.7,31.0,36.5,41.8,42.8
1985,5.0,7.4,10.8,15.4,16.2,16.8,31.0,41.8,47.4
1986,2.8,4.6,7.0,12.7,17.7,28.0,43.8,44.4,45.6
1987,6.7,10.3,11.8,20.0,20.9,33.6,39.0,50.5,59.5
1988,7.5,8.0,9.7,15.6,27.4,31.2,31.8,41.0,42.5
1989,3.2,5.0,6.4,10.0,12.1,22.4,27.1,28.1,32.5
1990,4.7,5.6,8.1,12.8,18.4,20.9,38.3,40.4,53.8
2004,16.8,30.6,32.0,33.0,33.6,34.2,39.4,39.4,39.6
2005,4.0,7.6,11.0,16.0,17.8,21.4,38.6,70.4,93.2
2006,10.6,15.4,17.6,19.8,20.4,25.8,44.2,55.6,68.8
2007,3.6,4.2,6.0,7.8,11.8,17.8,32.0,38.3,45.2
2008,5.0,9.0,11.0,12.0,20.0,23.6,39.6,55.8,58.0
2009,6.6,12.4,16.0,21.6,24.6,30.6,47.4,80.0,82.2
2010,4.2,7.8,10.2,16.8,29.4,40.2,41.4,42.2,53.6
2011,5.8,9.6,14.2,22.2,25.8,26.4,29.8,34.2,48.4
2012,3.2,5.6,6.4,9.6,17.8,22.0,29.2,36.6,44.2
2013,2.8,4.8,6.2,10.4,13.4,21.0,26.8,31.6,37.4
