Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1961,9.9,13.0,17.8,23.1,24.6,24.6,24.6,24.6,24.6
1962,4.8,8.9,12.2,19.3,32.8,44.4,68.8,73.2,73.9
1963,9.7,18.0,21.6,28.2,28.7,29.7,29.7,39.4,40.6
1965,7.9,10.2,11.2,13.5,14.0,14.0,19.3,22.6,24.4
1966,6.1,10.7,12.2,20.3,29.2,47.2,52.1,56.9,60.5
1967,4.6,6.6,9.7,13.5,19.8,31.0,34.8,37.3,37.3
1968,32.3,36.6,38.6,40.9,41.1,41.1,50.3,61.2,74.4
1969,9.9,15.0,18.8,25.1,26.4,26.4,51.1,59.4,59.4
1970,9.1,11.4,12.2,16.3,20.8,37.8,42.2,43.4,45.5
1971,4.6,5.6,6.1,6.9,8.1,13.7,25.1,26.7,27.9
1972,4.6,8.4,11.4,19.8,24.9,24.9,24.9,24.9,24.9
1973,6.1,9.7,12.7,16.0,17.8,24.1,37.1,45.7,45.7
1974,7.4,13.2,19.3,26.2,29.5,31.0,32.0,32.8,47.0
1975,9.7,16.3,20.3,24.9,29.0,32.0,52.1,63.2,63.8
1976,8.4,15.2,19.6,29.0,30.0,31.0,32.0,32.0,34.5
1981,8.0,13.8,18.0,20.6,21.0,27.4,42.0,48.2,65.8
1982,6.0,10.8,12.3,16.1,18.4,20.7,24.5,30.9,32.6
1983,11.6,13.9,16.2,20.0,20.9,21.2,24.8,25.0,25.2
1984,,,,,,,,,
1985,4.6,6.1,7.5,12.1,13.5,17.2,21.2,36.4,36.4
