Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1964,8.6,11.4,12.2,21.8,37.8,44.2,52.1,53.1,72.9
1965,7.1,8.9,12.2,18.5,21.1,21.1,29.5,38.1,46.0
1966,4.6,7.4,10.2,13.7,15.5,17.0,19.0,29.5,49.0
1967,6.6,12.7,17.3,19.0,19.0,20.3,29.5,34.3,35.6
1968,5.3,8.1,8.4,12.4,15.5,21.1,22.1,33.3,33.5
1969,16.8,18.0,18.0,19.6,33.0,33.5,33.5,33.5,41.9
1970,14.2,19.6,22.1,26.2,27.9,29.5,31.2,31.2,46.7
1971,8.1,10.4,10.9,11.4,18.5,22.1,30.2,33.0,35.8
1972,5.6,7.9,11.9,16.0,22.6,32.0,51.1,55.4,55.6
1973,9.9,10.9,14.7,17.5,20.3,22.1,26.9,33.5,39.4
1974,5.3,6.9,10.2,15.7,18.3,18.3,21.1,23.1,33.8
1975,7.1,8.1,9.4,13.7,19.0,21.3,40.9,53.1,55.4
1976,6.1,6.9,8.4,11.2,13.5,20.3,31.5,37.1,42.4
1977,6.6,7.4,10.2,12.2,18.5,22.6,26.2,26.2,27.4
1978,5.6,9.0,12.3,15.2,18.2,22.4,28.1,39.9,51.4
1979,6.1,10.2,10.9,16.4,31.6,37.5,54.5,60.5,69.3
1980,6.4,7.1,7.3,9.1,13.8,21.0,27.8,46.7,70.2
1981,5.6,8.0,10.4,14.5,16.3,17.6,33.8,37.3,47.9
1982,5.2,6.4,6.9,7.7,8.4,8.6,18.9,24.7,30.2
1983,7.0,11.1,13.3,21.1,29.6,32.5,34.4,35.5,52.5
1984,6.1,7.6,9.0,11.3,11.7,12.1,15.0,20.5,29.2
1985,9.0,12.6,15.2,19.8,22.0,24.2,25.8,39.1,41.4
1986,7.1,10.9,15.0,23.7,33.5,34.9,42.0,49.7,57.2
1987,6.7,8.4,10.9,16.2,21.4,26.9,39.1,40.7,49.0
1988,3.4,5.3,7.5,10.1,12.9,17.5,29.7,42.7,54.8
1989,7.9,11.3,12.7,13.3,14.8,18.7,31.0,34.2,39.1
1990,10.3,14.4,15.8,16.7,21.0,30.2,45.7,65.7,91.9
1991,8.0,14.0,19.0,25.3,29.0,29.0,29.0,29.0,37.8
