Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,2.3,4.1,4.6,5.6,6.6,8.1,12.4,17.0,25.1
1971,2.3,3.0,3.0,4.1,7.6,13.5,21.3,21.3,26.2
1972,3.3,5.3,6.6,8.4,8.4,9.7,17.0,19.0,29.2
1973,3.6,4.3,5.1,6.3,11.7,15.2,20.8,28.4,33.5
1974,2.5,3.6,5.3,6.9,6.9,8.6,14.7,17.5,20.6
1975,3.3,4.1,6.1,7.4,10.9,16.8,29.0,33.0,37.1
1976,2.8,4.1,4.6,6.6,10.9,12.2,18.3,26.9,38.6
1977,3.6,3.6,3.8,5.3,8.1,12.2,13.5,17.3,19.3
1978,3.2,4.1,5.4,6.6,10.1,10.7,17.5,30.1,43.9
1979,3.4,5.0,5.7,7.8,8.4,10.0,15.3,16.9,23.2
1980,8.2,9.1,9.1,9.5,9.6,10.0,18.0,28.3,38.8
1981,14.1,17.1,19.4,21.5,22.9,24.1,25.3,27.1,41.6
1982,2.1,3.5,3.9,4.3,6.3,8.2,13.4,20.4,31.4
1983,6.2,6.4,6.4,6.4,8.9,11.8,18.4,28.1,38.7
1984,2.3,4.0,5.8,5.8,10.4,10.8,21.2,28.6,36.3
1985,4.7,8.5,10.7,12.3,15.2,20.7,22.2,26.6,31.5
1986,2.7,4.5,6.0,8.1,10.7,15.4,17.4,17.7,21.2
1987,3.6,5.8,6.4,7.9,9.5,14.1,21.4,23.9,24.7
1988,3.7,3.7,4.7,5.6,7.8,9.9,14.8,20.4,24.7
1989,2.8,3.1,3.7,5.5,8.2,12.5,22.2,28.0,30.9
1990,4.4,6.1,6.1,6.1,6.2,8.3,20.0,32.1,37.4
1991,2.4,2.9,3.2,5.5,8.8,11.1,19.6,23.9,30.6
1992,3.3,4.6,4.8,6.4,7.6,9.2,,,32.6
1993,4.1,7.1,8.6,10.6,14.0,14.9,15.1,19.0,22.8
1994,4.7,5.2,6.5,7.4,9.7,10.5,17.4,20.6,28.1
1995,2.7,4.8,6.7,9.0,13.3,16.9,18.8,26.8,37.2
1996,9.7,12.0,12.2,12.2,12.2,12.2,16.7,19.4,25.9
1997,4.8,5.0,5.8,6.9,10.4,15.4,24.8,29.8,38.7
1998,3.1,4.8,6.2,6.9,7.5,13.0,21.7,26.8,30.2
1999,5.0,5.8,7.0,9.5,11.3,11.7,23.5,40.7,45.7
2000,3.3,5.6,6.3,6.9,11.1,11.1,18.6,33.1,37.4
2001,2.1,2.7,2.9,4.1,7.7,12.0,21.7,40.8,59.3
2002,3.4,5.9,8.0,13.9,16.0,16.0,21.6,30.7,37.6
2003,3.8,5.8,6.4,6.4,6.4,9.7,23.7,39.4,51.3
2004,3.6,4.1,5.6,6.7,9.1,16.1,27.8,31.7,41.9
2005,3.9,5.7,7.1,10.5,13.4,15.6,20.9,28.2,31.2
2006,5.8,7.1,8.7,17.3,19.4,19.6,32.7,43.2,49.0
2007,3.6,4.7,4.9,6.3,9.4,14.9,17.1,26.6,48.5
2008,2.3,3.6,4.5,5.9,7.9,8.9,16.8,26.8,39.8
2009,3.9,5.1,6.3,8.3,9.9,11.6,14.0,20.5,25.0
2010,5.5,10.7,12.4,13.0,13.6,15.3,,,
2011,3.0,4.9,5.1,8.1,10.8,15.1,21.7,27.7,32.3
2012,4.5,5.1,6.6,10.3,13.5,16.2,21.7,35.2,42.9
2013,6.3,8.5,9.4,10.3,11.1,11.8,15.0,17.2,28.0
2014,4.9,6.4,7.0,10.2,12.4,14.7,23.7,26.7,35.5
2016,3.5,4.3,5.2,7.6,14.9,15.4,16.6,18.2,29.8
