Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1959,13.2,15.7,17.8,19.6,22.4,22.6,34.8,51.3,73.2
1960,7.9,12.2,14.7,19.6,20.6,29.2,72.4,79.2,79.2
1961,7.1,10.4,12.4,16.8,23.9,30.7,50.8,96.0,111.8
1962,8.9,10.2,11.4,11.4,17.8,25.9,32.3,32.3,50.8
1963,7.1,9.9,12.7,15.7,18.5,20.6,32.5,46.5,72.6
1964,9.9,10.4,10.7,11.7,19.3,33.0,42.7,44.7,46.0
1965,6.3,11.7,13.5,16.0,17.3,20.6,41.7,56.1,71.1
1966,9.1,14.2,17.5,20.1,22.6,23.4,28.4,38.9,41.4
1967,2.8,4.8,6.3,9.7,15.2,17.5,26.7,43.2,50.5
1968,6.9,13.7,15.2,17.5,19.6,19.6,24.4,34.8,54.6
1969,5.8,5.8,7.1,10.7,17.3,25.4,38.9,54.9,75.2
1970,14.7,23.1,25.4,26.9,26.9,29.0,53.8,59.4,95.8
1971,9.4,18.0,18.0,21.8,21.8,40.1,46.5,48.8,50.3
1972,3.6,5.6,8.1,12.7,13.7,20.6,29.2,39.1,46.7
1973,8.4,11.4,11.9,14.2,19.6,24.9,46.7,49.3,61.7
1974,6.9,9.1,9.7,17.3,21.8,23.1,44.4,45.2,57.7
1975,5.3,6.6,7.4,9.4,11.4,13.2,19.6,28.7,42.2
1976,9.9,15.0,18.0,21.1,34.5,51.8,73.9,74.4,83.6
1977,7.9,8.1,8.9,10.9,16.0,27.7,52.8,62.0,71.6
1978,9.5,11.1,12.7,14.0,15.3,19.5,31.8,42.4,53.0
1979,5.6,7.4,7.9,11.6,14.4,22.1,39.9,53.9,67.6
1980,5.5,10.7,11.4,11.7,20.7,30.3,37.9,40.4,40.4
1981,7.7,9.4,14.3,14.8,17.0,23.3,37.1,59.0,63.0
1982,4.7,5.9,7.6,10.9,17.9,33.6,48.0,48.6,53.5
1983,9.1,11.9,12.1,12.1,13.4,16.9,30.2,40.1,53.1
1984,5.9,9.4,12.6,15.4,19.7,21.2,22.7,35.4,41.3
1985,7.4,8.5,9.6,11.2,14.5,16.7,24.3,28.1,33.5
1986,3.6,6.6,9.0,12.8,18.0,25.5,31.9,32.1,36.2
1987,,,,,,,,,55.6
1988,6.0,7.6,7.6,8.5,12.0,13.5,,,64.0
1989,5.8,7.5,7.8,8.7,11.9,21.7,,50.0,75.0
1991,5.1,7.0,9.3,11.8,16.8,27.5,46.7,54.8,61.5
1993,8.7,12.2,13.4,14.3,18.2,21.2,34.6,50.9,57.2
1994,6.9,10.2,13.8,15.8,17.3,21.8,51.9,58.4,66.1
1995,7.2,7.2,10.3,14.4,17.9,23.6,37.9,49.4,50.4
1996,6.4,10.2,11.1,14.6,18.2,25.4,47.6,63.2,70.4
1997,7.1,11.4,13.0,15.7,20.4,25.4,29.6,29.8,34.9
1998,7.7,11.9,14.6,26.9,36.8,40.2,,,60.6
1999,4.7,7.9,11.9,20.8,32.7,48.3,83.0,87.2,93.1
2001,4.8,7.8,9.2,11.8,16.0,17.0,22.6,25.8,42.4
2002,,,,,,,,,70.3
2003,6.2,9.6,11.0,16.2,26.4,34.4,40.0,42.2,50.8
2004,4.0,7.0,8.6,11.4,17.6,32.0,49.4,50.0,72.8
2006,7.2,14.4,21.6,22.4,26.2,37.4,44.0,48.4,62.4
2007,4.0,6.0,6.6,7.0,11.6,17.8,30.0,51.4,58.4
2008,5.0,7.2,8.0,11.6,17.0,28.0,60.0,78.2,85.4
2009,7.4,12.2,13.6,16.0,23.4,25.6,39.6,54.8,54.8
2011,4.6,8.4,11.4,13.2,18.8,21.8,46.4,47.4,71.7
2012,6.6,12.0,15.6,26.2,28.8,30.0,43.0,72.8,78.0
2013,8.8,12.6,12.8,12.8,12.8,20.2,44.4,82.2,101.4
2014,5.6,7.6,9.0,9.6,14.4,23.0,48.8,78.4,92.4
2015,4.2,5.8,6.8,12.8,23.0,36.4,65.0,98.4,128.2
