Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1968,7.6,9.4,11.2,15.2,16.0,16.0,17.8,21.1,23.9
1969,10.7,15.2,17.8,19.6,19.8,20.6,21.3,37.1,56.9
1970,6.3,10.7,12.4,12.7,16.3,18.0,26.9,36.3,51.3
1971,9.9,16.8,18.8,24.9,27.2,30.5,32.3,34.8,39.6
1972,11.2,19.3,24.1,30.0,30.7,34.0,36.8,42.7,49.8
1973,16.0,20.1,24.6,32.8,34.8,39.6,46.5,46.5,64.3
1974,5.6,8.9,12.4,16.8,22.9,25.9,36.3,49.3,49.3
1975,8.9,15.5,23.4,24.9,26.7,30.2,30.2,30.2,41.4
1976,4.6,7.1,8.9,16.0,24.1,27.7,38.9,52.6,60.5
1977,4.1,4.6,5.1,7.4,11.9,17.5,29.0,32.8,36.1
1978,6.8,11.6,13.5,13.5,13.7,18.4,31.4,35.6,38.3
1979,8.0,12.7,16.0,17.8,17.8,22.6,49.4,60.4,60.4
1980,10.6,13.5,14.7,19.0,20.1,23.5,27.9,46.3,51.9
1981,5.0,9.4,13.4,17.5,27.9,49.1,93.2,94.7,95.0
1982,3.8,6.6,7.7,8.6,14.4,24.3,31.2,31.6,33.6
1983,6.7,8.2,10.9,13.5,14.1,24.4,27.5,38.2,46.4
1984,5.7,8.0,10.2,11.4,12.0,16.7,21.2,24.7,24.7
1985,6.2,7.8,8.6,9.2,14.3,23.9,28.9,46.6,49.0
1986,3.5,4.8,5.5,8.8,14.3,19.7,31.1,46.9,65.4
1987,7.6,11.3,15.1,18.4,21.2,24.0,24.9,24.9,34.4
1988,4.6,9.2,12.4,17.2,17.7,17.7,25.8,26.6,26.6
1989,11.2,18.2,20.3,21.0,21.9,22.3,26.3,37.2,50.8
1990,4.0,7.8,10.9,20.3,35.4,42.2,46.0,61.2,62.3
1993,9.7,16.8,22.2,39.0,43.0,43.0,43.0,43.4,44.4
1994,8.3,11.3,12.7,17.0,23.0,25.5,36.6,44.7,53.2
1995,7.9,12.8,14.3,22.8,26.1,32.9,43.9,45.0,53.2
1998,15.1,23.4,25.7,31.8,37.0,38.5,42.6,50.6,53.3
1999,11.1,14.6,16.8,23.4,30.3,34.2,37.2,37.4,45.0
2005,4.2,6.2,6.2,8.6,15.8,26.8,44.8,72.8,94.6
2006,7.0,12.4,13.2,19.8,20.0,20.0,26.8,32.8,37.4
2007,7.4,13.2,17.0,22.8,40.8,72.4,77.2,77.2,77.2
2008,7.2,11.4,15.2,20.8,21.8,31.8,35.6,46.6,46.6
2009,11.8,16.6,19.4,23.4,24.8,24.8,32.0,36.0,51.6
2010,8.8,12.6,15.2,23.2,23.6,31.6,48.4,58.2,61.8
2011,10.6,14.2,14.8,18.6,23.2,30.2,45.4,58.0,61.0
2012,8.8,14.6,15.8,19.0,20.4,21.8,35.6,43.4,52.8
2013,8.6,11.8,13.2,14.4,17.6,19.8,31.4,32.6,41.2
2014,9.0,15.6,17.6,23.4,25.2,32.0,38.6,41.8,52.4
2015,7.4,11.0,13.6,14.4,14.8,18.2,32.4,45.0,48.8
2016,9.0,10.4,12.0,21.0,33.2,43.6,54.6,67.4,69.0
2017,10.2,14.8,17.0,32.2,42.8,48.2,76.0,78.0,78.0
