Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1987,0.8,1.2,1.5,2.6,4.3,6.5,10.6,14.5,16.8
1988,1.4,2.4,3.2,5.0,7.4,8.4,9.8,9.8,10.2
1989,1.2,1.8,2.8,4.0,6.2,10.2,17.3,28.3,29.2
1990,2.4,3.7,4.9,9.8,14.9,20.7,25.0,27.5,41.4
1991,2.2,3.2,4.6,5.6,6.4,10.2,18.0,33.5,56.9
1992,4.5,4.5,4.5,4.5,4.6,5.9,13.6,23.9,29.2
1993,1.5,2.7,3.8,7.5,13.0,14.1,28.3,29.4,39.8
1996,2.1,2.9,4.4,6.3,8.6,11.1,,,30.6
1997,1.4,1.8,2.2,3.4,4.8,5.4,9.1,12.1,20.5
1999,1.9,3.5,4.5,8.9,12.2,16.3,25.4,39.5,45.8
2000,2.2,3.9,5.1,6.4,7.5,7.7,13.4,23.8,25.0
