Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1963,8.9,12.7,15.0,24.1,41.4,50.8,51.1,51.1,69.1
1964,5.3,10.2,14.2,17.5,18.8,23.4,32.8,35.6,53.1
1970,10.2,14.7,15.2,18.8,21.3,35.6,35.8,44.4,44.7
1971,13.5,18.8,20.1,22.4,22.6,32.3,33.3,36.6,39.4
1972,6.6,8.6,12.2,18.5,29.0,39.1,59.7,63.0,67.1
1973,4.6,8.9,9.1,10.2,15.7,19.8,32.8,35.6,35.6
1974,6.9,11.2,11.4,11.4,11.9,13.7,16.3,23.1,30.5
1975,4.6,8.4,10.2,18.8,21.1,21.1,25.4,27.2,28.4
1976,10.4,14.7,17.8,20.3,21.3,22.1,29.0,49.0,75.4
1977,6.6,12.7,16.8,29.0,33.5,34.0,37.1,37.1,40.9
1978,8.2,10.0,13.2,20.8,30.8,38.2,64.8,69.1,74.0
1979,7.1,10.1,14.1,25.9,34.1,35.4,48.6,62.6,64.8
1980,13.3,23.4,35.1,55.2,58.0,58.0,60.2,60.2,62.8
1981,12.0,20.4,23.0,24.6,25.8,26.0,34.8,45.2,45.2
1982,6.4,10.6,13.8,15.9,16.4,16.4,31.8,35.2,40.2
1983,12.0,19.6,21.8,23.8,30.0,34.4,45.4,48.8,57.6
1984,8.0,16.0,20.0,33.4,36.6,38.2,50.0,52.2,52.2
1986,8.2,12.0,16.0,19.7,19.8,27.6,36.4,36.4,42.4
1987,7.3,10.9,11.9,17.4,21.2,32.2,55.4,56.4,56.4
1988,6.0,8.6,10.8,11.6,11.6,13.7,,,78.2
1989,11.0,17.0,18.2,22.4,41.0,42.2,56.6,57.0,57.0
2002,8.4,12.0,15.2,20.4,29.6,31.8,32.0,32.0,34.5
2003,6.6,10.4,12.0,14.2,15.8,19.0,39.6,42.8,51.8
2004,7.4,11.8,16.4,19.0,21.0,25.6,46.4,56.4,61.6
2005,11.6,18.8,21.8,27.8,27.8,27.8,42.0,50.8,62.3
2006,7.0,12.8,15.4,19.4,23.0,25.6,40.2,42.0,67.3
2007,,,,,31.1,31.1,31.1,36.4,39.5
