Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1971,7.9,13.2,18.3,25.7,33.8,38.1,46.0,54.1,54.4
1972,18.8,31.5,36.3,42.4,55.1,61.2,61.2,61.2,68.6
1974,4.8,6.9,9.1,10.9,16.3,18.3,31.0,48.5,48.8
1975,7.4,14.7,15.5,28.4,31.5,33.8,34.0,35.6,38.9
1976,3.8,6.3,7.9,10.2,14.2,18.8,31.7,49.0,49.3
1977,7.9,9.9,9.9,9.9,9.9,12.4,19.6,33.3,40.4
1978,7.2,11.3,11.6,12.4,15.2,17.4,22.4,23.0,37.1
1979,5.6,6.0,6.6,8.0,10.1,11.9,21.4,30.8,51.3
1980,7.6,12.4,14.1,15.2,19.8,22.8,31.1,33.0,33.9
1981,,,,20.6,27.4,41.9,66.0,69.8,83.4
1982,7.3,9.0,11.8,14.8,16.5,20.5,46.4,70.4,75.3
1983,4.2,6.5,7.4,10.0,15.6,27.4,36.4,36.8,42.0
1984,4.7,8.4,10.2,16.2,16.9,17.7,19.0,24.0,24.8
1985,10.2,14.9,22.4,37.3,45.5,68.7,86.5,91.2,93.4
1986,9.0,15.8,19.8,21.8,26.7,27.7,32.9,32.9,36.0
1987,11.2,12.9,14.6,25.0,28.3,33.1,36.6,37.8,46.1
1988,8.6,13.9,18.5,24.8,24.8,25.2,51.9,72.6,100.1
1989,9.1,12.1,13.0,19.3,22.5,23.7,27.4,35.1,43.7
1990,14.4,14.4,14.6,15.0,15.2,16.9,26.4,41.2,43.7
1991,10.6,13.3,19.0,27.6,28.2,28.2,36.0,36.0,49.9
1992,8.5,12.5,13.8,23.3,26.3,40.5,59.1,86.2,89.8
1993,8.2,11.5,14.4,20.0,21.9,29.6,46.6,50.4,50.4
1994,7.4,13.4,15.5,22.3,23.0,36.1,63.6,68.5,89.3
1995,8.8,12.4,13.7,15.3,16.8,32.8,56.1,68.8,69.9
2001,17.9,26.2,33.2,40.8,50.2,69.9,74.4,74.4,74.4
2002,10.4,14.9,16.6,18.8,21.3,24.5,42.7,54.1,67.1
2006,8.2,13.1,19.4,31.6,35.7,35.7,35.9,36.3,37.7
