Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1988,,,,,,,11.6,14.6,16.7
1989,,,,,,,,,20.4
1990,,,,,,,19.8,23.8,39.6
1991,0.8,1.2,1.5,2.3,4.2,7.0,14.4,19.2,23.4
1993,2.0,3.2,4.4,7.0,11.0,16.2,20.8,27.8,27.8
1994,1.0,1.4,1.4,1.8,3.2,5.4,,,15.8
1995,1.2,2.2,2.9,4.0,7.9,13.4,25.8,27.4,27.4
2000,0.8,1.2,1.6,2.3,4.2,6.9,16.6,22.3,27.6
2001,1.3,1.9,2.6,4.4,6.0,8.8,,,24.8
2002,1.1,1.8,2.5,4.1,7.1,11.4,19.0,19.6,19.6
2003,0.7,0.9,1.3,2.2,3.0,5.4,12.4,17.6,17.8
2004,1.1,1.5,1.7,3.2,5.0,10.0,15.5,23.9,25.7
2005,1.3,2.6,3.2,4.1,6.7,13.0,17.6,18.4,23.9
2006,1.3,1.8,1.8,3.1,5.7,8.8,20.1,31.3,42.5
