Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1906,8.9,13.2,14.2,,,,,,
1907,9.1,10.2,10.9,,,,,,
1908,4.6,7.1,10.7,,,,,,
1909,4.1,5.6,7.1,,,,,,
1910,6.3,9.1,10.7,,,,,,
1911,8.9,17.5,19.0,,,,,,
1912,4.1,8.1,10.4,,,,,,
1913,8.1,11.9,12.4,,,,,,
1914,6.6,11.7,16.5,,,,,,
1915,7.6,11.4,11.7,,,,,,
1916,2.5,3.3,4.3,,,,,,
1917,9.1,15.7,20.8,,,,,,
1918,5.8,8.6,9.4,,,,,,
1919,8.4,9.9,10.2,,,,,,
1920,7.1,13.7,17.8,,,,,,
1921,4.8,7.4,8.6,,,,,,
1922,5.1,7.6,8.6,,,,,,
1923,4.8,6.6,9.9,,,,,,
1924,9.9,14.5,18.5,,,,,,
1925,11.4,16.8,24.1,,,,,,
1926,6.6,8.6,13.0,,,,,,
1927,5.6,8.4,9.1,,,,,,
1928,5.6,8.9,10.2,,,,,,
1929,6.1,8.9,10.9,,,,,,
1931,6.9,11.7,15.2,,,,,,
1932,8.4,13.5,16.8,,,,,,
1933,8.4,9.7,9.9,,,,,,
1934,11.4,16.5,17.8,,,,,,
1935,11.4,18.0,21.1,,,,,,
1936,11.4,14.0,15.7,,,,,,
1938,7.4,10.9,15.2,,,,,,
1939,11.2,17.8,20.3,,,,,,
1940,8.6,16.5,22.9,,,,,,
1941,2.8,3.3,4.1,,,,,,
1942,7.6,11.7,13.7,,,,,,
1943,8.9,13.7,20.6,,,,,,
1944,11.2,17.8,,,,,,,
1945,8.1,12.7,,,,,,,
1946,8.9,14.7,,,,,,,
1947,7.6,14.0,15.7,,,,,,
1948,7.6,11.4,14.0,,,,,,
1949,6.9,9.4,11.4,,,,,,
1950,10.2,17.8,20.8,,,,,,
1951,5.8,8.1,8.9,,,,,,
1952,9.4,16.5,20.8,,,,,,
1953,9.9,10.7,12.2,,,,,,
1954,4.3,4.6,4.6,,,,,,
1955,10.2,16.5,20.3,,,,,,
1959,5.6,6.6,9.1,13.7,13.7,13.7,20.1,25.4,30.2
1960,8.4,12.4,14.7,22.4,26.4,32.3,32.5,33.0,34.0
1961,10.2,12.7,15.0,16.3,18.8,20.6,27.4,41.9,48.8
1962,10.2,16.0,19.8,25.4,29.0,31.0,31.7,46.5,67.1
1963,10.9,15.5,19.6,33.3,46.2,51.3,67.1,80.8,80.8
1964,8.9,16.8,21.6,28.4,30.2,30.2,30.2,41.1,46.5
1965,9.1,11.2,12.4,19.3,21.8,22.6,27.2,39.4,39.4
1966,9.7,14.2,19.3,21.8,24.4,28.4,49.3,54.4,58.7
1967,16.0,20.6,21.6,24.1,31.0,31.0,31.0,36.6,58.2
1968,7.1,11.4,16.3,30.0,41.1,42.7,42.7,42.9,45.0
1969,9.7,17.0,22.9,31.0,34.3,34.8,38.6,41.4,54.1
1970,12.2,16.5,17.0,22.1,22.1,26.4,29.2,46.5,56.1
1971,14.0,17.0,20.3,21.6,21.6,21.6,30.0,34.5,38.1
1972,10.2,15.7,16.8,16.8,25.9,33.3,51.3,57.1,60.2
1973,8.6,16.3,19.3,21.1,36.3,38.1,39.9,44.2,56.1
1974,9.7,15.0,19.3,21.3,21.8,21.8,42.9,43.2,43.2
1975,10.9,18.0,22.4,29.5,33.8,34.8,34.8,56.1,70.1
1976,8.4,12.4,16.3,22.6,26.4,30.2,35.3,45.7,48.5
1977,9.4,16.5,17.0,17.8,25.1,30.0,32.0,32.0,36.6
1978,7.1,11.5,12.4,12.4,13.6,14.3,22.0,28.2,33.0
1979,6.8,11.1,14.6,24.2,28.5,29.0,48.5,79.9,84.5
1980,8.6,13.1,18.3,23.8,26.5,28.5,31.1,37.1,60.7
1981,9.4,17.7,20.5,23.6,24.3,24.4,30.1,46.6,73.5
1982,6.3,9.7,9.9,11.2,22.4,27.0,40.8,41.4,42.1
1983,4.2,8.1,8.3,8.5,8.5,11.7,30.3,33.9,33.9
1984,6.4,10.0,10.2,13.6,18.8,23.5,38.8,45.4,45.4
1985,3.1,5.5,7.8,8.6,15.5,25.3,43.7,50.2,55.2
1986,6.7,11.9,15.7,24.3,38.6,43.7,43.7,43.7,49.2
1987,14.8,21.4,29.6,47.0,84.0,99.0,101.8,102.2,102.2
1989,,,,,,11.7,21.8,31.3,50.4
1990,5.4,9.2,10.4,12.2,13.3,20.7,42.4,44.0,50.5
1991,5.5,9.4,12.4,13.7,16.9,21.8,33.5,36.4,36.4
1992,4.4,7.9,9.9,19.4,22.2,29.6,,,57.1
