Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1969,13.7,17.0,19.0,23.1,24.1,24.1,34.5,34.5,40.9
1970,6.1,9.4,9.7,10.7,18.0,22.6,26.7,34.5,37.3
1971,6.9,12.2,16.0,21.6,26.9,41.4,68.3,81.5,81.5
1972,8.1,11.9,14.7,23.1,24.4,27.9,29.7,30.2,43.2
1973,8.9,13.2,18.0,19.8,20.6,20.6,22.1,24.4,27.7
1974,9.1,12.2,13.2,13.5,21.6,27.4,36.8,38.1,38.4
1975,13.5,15.0,20.3,24.1,29.7,33.3,33.8,38.1,41.7
1976,6.1,11.7,12.2,15.0,18.0,25.7,28.4,38.1,40.9
1977,8.9,15.2,16.8,21.1,23.4,25.1,25.1,32.3,42.2
1978,7.0,8.5,10.6,14.1,18.9,22.1,43.3,45.1,50.1
1979,7.7,15.4,16.8,17.3,25.2,28.3,31.0,31.0,38.4
1980,9.5,13.8,15.1,20.0,32.8,35.9,47.4,47.4,69.0
1981,5.6,10.5,11.5,15.6,20.0,24.7,38.0,43.1,51.4
1982,8.2,12.4,14.8,21.6,26.8,32.8,40.8,45.0,45.2
1983,7.1,14.1,15.3,15.8,16.4,20.0,35.7,35.7,37.8
1984,4.5,8.4,10.9,15.9,16.2,24.7,41.1,43.2,43.4
1985,7.7,11.5,12.9,24.2,26.0,27.4,41.3,41.6,41.9
1986,7.1,9.4,13.3,26.6,40.4,51.4,58.6,66.6,66.6
1987,13.4,23.0,34.5,39.1,39.6,39.9,40.6,40.9,44.2
1988,10.7,12.8,14.6,21.5,29.8,44.3,57.6,57.6,62.8
1989,4.5,6.5,8.5,13.6,27.2,38.5,49.5,57.9,64.4
1990,4.7,6.3,9.4,11.2,17.3,25.9,35.4,36.7,37.4
1991,8.7,17.3,18.9,20.2,21.2,21.6,24.3,26.6,44.3
1992,6.6,8.2,9.3,11.5,17.1,23.9,28.8,28.8,39.3
1993,11.2,11.4,14.9,19.2,20.4,22.4,37.3,41.1,49.6
1994,10.6,14.1,21.1,25.7,34.0,39.5,41.7,42.1,42.8
1995,9.1,12.0,14.2,19.4,29.7,35.8,41.6,49.7,53.4
1996,7.4,14.2,21.3,29.3,41.6,72.1,90.9,90.9,90.9
1998,9.5,14.2,17.9,27.6,32.6,32.8,,,58.8
1999,7.1,7.4,7.8,13.1,18.1,21.0,35.4,47.8,50.4
2000,10.8,12.8,17.2,24.4,26.2,26.2,44.9,58.9,59.7
2001,7.1,9.8,11.7,17.7,21.7,27.2,38.4,40.6,43.7
