Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1968,5.3,6.9,9.1,13.0,14.7,16.3,30.5,37.6,39.4
1969,10.4,14.5,14.5,19.0,27.9,33.8,42.4,42.4,42.4
1970,4.6,5.1,7.6,9.9,18.8,23.6,40.4,45.0,45.0
1971,5.3,9.9,11.2,11.9,13.2,16.8,27.7,39.6,39.6
1972,8.9,12.4,18.3,22.4,30.0,35.6,39.1,39.1,42.9
1973,11.2,11.2,14.0,15.2,15.5,18.8,23.1,25.1,32.8
1975,7.9,11.7,14.7,19.6,19.6,19.6,19.6,37.8,37.8
1976,9.7,12.4,14.7,16.5,17.0,19.3,21.3,31.7,34.3
1977,12.2,16.3,21.1,21.1,21.1,21.1,26.4,30.2,31.2
1978,6.4,10.8,13.8,20.7,25.4,25.5,25.5,27.0,29.5
1979,8.6,11.0,11.8,18.0,27.8,32.0,35.2,47.0,48.4
1980,9.3,9.5,9.8,10.1,10.8,17.0,24.4,33.8,42.4
1981,7.1,7.6,8.6,14.5,26.3,30.1,42.9,43.9,48.1
1982,5.5,6.1,8.3,10.6,17.4,26.1,40.3,50.6,50.6
1983,6.9,10.9,11.1,11.1,11.6,19.3,27.2,35.9,36.6
1984,6.4,7.2,8.6,10.0,11.6,17.9,39.2,44.0,45.2
1985,8.3,11.0,12.3,18.0,27.8,41.2,44.9,44.9,44.9
1986,9.0,10.0,12.4,19.4,32.7,51.4,74.7,81.2,89.8
1987,11.3,11.3,13.0,19.2,21.7,31.2,38.2,57.0,62.6
1988,8.5,16.7,21.2,26.3,38.4,43.0,45.0,45.2,79.4
1989,8.2,14.4,20.7,27.6,28.2,34.9,45.9,48.0,48.0
1990,14.4,21.7,25.2,26.0,26.0,27.0,34.0,34.0,35.4
1991,6.7,12.7,15.0,18.6,19.0,20.0,,,36.8
1992,15.1,16.1,17.0,18.7,20.2,24.1,34.2,45.6,55.6
1993,6.1,9.8,13.0,23.9,27.1,27.1,40.3,43.4,65.6
1994,12.4,14.2,16.6,18.0,25.0,27.2,27.8,29.6,30.6
1995,10.3,11.8,12.2,12.4,21.3,24.4,39.6,47.9,48.7
1996,7.0,12.5,18.3,21.1,26.2,28.8,47.5,48.0,48.2
1997,7.3,9.5,10.3,17.5,25.4,29.4,41.0,41.6,41.8
1998,7.5,11.6,13.6,16.2,21.7,21.8,24.2,36.3,39.1
1999,7.2,11.9,14.4,18.0,18.0,22.5,36.4,48.4,54.9
2001,11.7,14.3,16.1,20.3,26.3,27.6,35.4,36.6,51.0
