Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1963,3.0,4.3,4.6,4.8,6.6,7.6,10.9,14.5,15.2
1964,3.3,5.3,5.6,6.9,8.6,12.4,23.1,34.8,46.2
1965,2.0,2.8,3.6,4.1,6.1,10.9,25.7,30.5,30.7
1966,1.0,1.5,2.0,3.3,5.3,6.6,10.9,20.6,27.7
1967,,,,,,,,,
1968,4.3,8.6,9.7,11.2,13.2,19.6,36.6,38.6,40.9
1969,5.3,10.7,15.2,27.7,31.2,36.3,38.1,38.1,38.4
1970,2.0,3.8,4.6,6.9,9.7,11.2,15.0,21.6,37.3
1971,3.8,7.6,8.9,10.4,14.7,19.3,20.8,24.6,25.1
1972,3.6,4.6,4.8,4.8,5.8,10.2,18.5,18.8,30.0
1973,2.0,3.0,4.1,4.8,8.1,11.7,13.0,17.5,21.8
1974,3.8,3.8,3.8,4.1,5.1,5.6,10.2,11.2,15.5
1975,1.8,2.5,3.3,4.3,6.6,8.9,15.7,18.8,24.1
1976,3.0,4.1,4.8,7.1,7.4,8.1,11.7,15.5,19.0
1977,,,,,9.1,9.1,17.8,25.4,38.4
1978,,,,,7.8,8.1,13.5,13.9,18.6
1982,,,,,,,,,
1983,,,,,7.1,11.8,19.2,27.3,28.6
1984,,,,,8.6,9.0,13.1,19.2,20.4
1985,,,,,12.5,15.5,16.9,17.7,20.8
1986,,,,,7.7,13.9,28.5,49.4,59.2
1987,,,,,5.6,8.8,17.3,18.7,26.6
1988,,,,,4.4,6.8,16.4,21.4,37.9
1989,,,,,10.0,10.2,16.7,18.0,19.4
1990,,,,,,,,,21.1
1994,,,,,11.1,11.6,,,25.0
