Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1955,3.0,3.8,5.1,7.9,13.0,19.6,37.1,69.1,125.2
1959,3.0,5.6,6.3,9.9,16.0,23.4,41.1,55.4,92.2
1960,2.3,3.3,4.3,7.9,9.7,16.5,27.9,43.4,58.7
1961,2.3,3.6,5.3,5.8,9.4,13.7,31.0,49.0,94.5
1962,3.0,4.1,5.1,8.1,11.4,19.8,31.0,40.4,53.1
1963,2.3,3.0,3.6,4.8,7.9,14.5,37.6,57.1,72.6
1964,2.0,3.8,5.1,9.7,14.7,19.0,34.0,42.4,63.0
1965,2.8,3.8,5.1,6.1,10.4,13.2,29.5,49.0,75.9
1966,2.0,4.1,4.6,5.6,8.9,14.5,28.4,41.7,70.6
1967,2.5,4.1,5.1,8.4,12.2,15.0,31.7,47.5,56.6
1968,3.3,5.8,6.1,6.9,9.7,18.3,30.0,48.3,83.3
1969,2.5,4.1,6.1,8.9,10.7,18.0,35.8,59.4,77.7
1970,2.0,3.8,5.6,9.1,14.2,16.8,25.4,38.9,51.6
1971,2.0,3.6,4.3,6.3,9.1,15.2,37.8,53.8,81.3
1972,3.0,4.3,4.6,5.3,9.1,15.7,33.8,62.2,101.9
1973,3.3,4.1,4.3,6.6,10.9,18.8,40.1,46.5,63.2
1974,5.8,6.6,6.9,7.9,9.4,14.5,29.2,51.8,83.8
1975,2.0,2.3,3.6,6.9,9.4,17.8,37.8,63.0,78.7
1976,,,,,10.9,12.2,26.9,44.7,59.7
1977,,,,,14.0,16.0,30.0,57.7,86.1
1978,,,,,10.6,19.5,29.4,39.8,54.7
1979,,,,,16.6,20.2,36.4,57.7,94.5
1980,,,,,8.4,14.0,37.3,63.8,83.2
1981,,,,,7.8,14.4,36.5,53.0,61.8
1982,,,,,15.1,17.1,33.4,46.8,61.0
1983,,,,,13.1,16.8,34.6,52.5,86.1
1984,,,,,14.8,23.8,48.9,81.7,130.3
1985,,,,,13.4,21.4,36.6,46.6,79.5
1986,,,,,12.4,19.3,39.8,59.5,99.4
1987,,,,,8.6,14.2,30.7,51.6,68.4
1988,,,,,9.7,15.6,31.6,44.8,67.4
1989,,,,,8.4,13.7,34.3,63.5,92.9
1990,2.6,4.2,5.4,8.2,12.2,18.7,37.2,70.2,110.2
1991,2.4,3.6,4.8,5.4,7.6,14.0,30.6,46.8,72.4
1992,4.2,7.6,9.0,11.2,13.8,20.8,42.2,53.0,61.8
1993,4.4,7.0,7.6,10.0,15.8,18.6,23.4,42.8,61.2
1994,2.6,4.0,5.2,7.2,9.6,16.0,25.0,38.8,54.0
