Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1952,7.6,10.2,11.2,14.2,15.7,15.7,27.9,39.9,47.8
1953,6.1,11.2,12.4,14.7,19.6,20.8,26.7,40.4,40.4
1954,7.1,10.7,12.7,18.3,18.8,24.9,28.7,38.9,43.7
1955,15.7,19.3,27.2,39.9,45.0,65.5,72.9,74.2,78.5
1956,6.6,7.6,8.1,10.7,12.4,22.1,32.3,32.5,38.1
1957,14.0,22.1,26.7,35.3,35.3,35.6,35.6,35.6,35.6
1958,15.0,19.0,22.6,29.0,29.7,30.2,30.7,31.0,35.3
1959,4.6,6.3,8.4,12.4,16.8,33.3,54.6,78.2,90.2
1960,9.7,13.2,19.8,28.7,40.4,42.9,45.0,52.3,53.1
1961,5.6,6.3,6.3,6.3,6.3,12.7,30.7,34.0,34.3
1962,4.1,6.6,8.6,9.4,9.4,11.7,15.2,23.4,25.9
1963,10.7,16.8,21.8,28.4,31.5,32.5,35.6,38.1,40.1
1964,6.9,11.9,13.0,14.2,15.2,20.1,21.8,26.9,27.2
1966,3.6,6.3,7.1,13.2,13.2,13.5,16.8,22.1,22.6
1973,9.4,16.3,23.1,41.7,55.4,73.2,106.7,106.7,106.9
1974,6.9,11.7,17.5,24.1,26.4,27.2,43.9,48.5,51.1
1975,7.1,10.9,13.5,22.9,24.1,24.1,24.1,24.1,24.1
1977,14.7,15.5,16.3,20.8,31.2,46.5,48.5,57.7,58.4
1978,2.0,4.0,4.8,7.6,8.6,11.8,18.8,25.4,25.4
1979,11.1,13.3,17.5,22.3,22.4,22.4,22.4,22.4,24.1
1982,,,,,6.5,10.8,16.9,22.9,26.8
1983,,,,,9.8,15.2,15.2,15.2,15.2
1984,11.0,11.0,11.0,11.0,11.0,16.2,16.2,16.2,16.2
1985,3.0,4.7,5.8,6.3,6.6,8.1,19.4,25.4,25.8
1986,4.0,6.0,8.6,13.6,14.4,15.0,18.0,18.4,18.4
1987,8.2,13.2,16.9,21.0,22.0,23.2,23.4,23.4,25.2
1988,3.4,6.0,7.6,9.0,10.8,18.2,,,25.0
1989,6.3,9.6,11.6,16.7,19.8,21.3,27.0,33.1,46.1
1990,12.0,16.7,19.8,30.2,34.2,34.4,34.4,34.4,48.4
1991,7.8,13.0,13.4,15.6,19.4,21.8,30.8,53.0,63.2
1992,11.2,13.2,13.4,20.2,21.4,21.6,21.6,,24.0
1993,5.6,11.2,16.8,21.2,26.4,26.4,28.6,33.4,44.4
