Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1963,2.0,3.0,3.3,5.6,8.1,10.4,16.3,16.8,29.5
1964,3.0,4.3,4.8,8.1,10.4,13.2,20.3,25.1,26.4
1965,1.0,1.8,2.3,3.6,4.8,7.6,11.7,14.2,14.2
1966,1.8,2.5,2.8,5.6,7.4,10.7,14.2,21.3,25.4
1967,4.8,6.1,6.3,10.2,17.3,20.6,31.5,37.3,46.2
1968,2.5,4.1,5.1,6.1,6.3,10.4,14.2,18.3,18.3
1969,2.3,4.1,6.1,8.6,11.7,14.5,28.2,31.5,34.5
1970,2.3,3.0,3.6,4.3,5.3,8.9,15.0,22.9,26.7
1971,2.0,3.0,4.1,5.6,7.4,11.2,21.1,25.1,27.7
1972,5.6,7.6,8.4,8.4,10.2,10.2,18.8,31.7,36.3
1973,2.3,2.8,4.1,6.1,9.9,16.3,27.7,35.6,45.2
1974,4.8,5.3,5.3,9.7,10.2,10.2,15.5,15.5,20.8
1975,1.3,1.5,2.0,2.8,4.6,7.6,13.2,16.0,20.6
1976,3.6,4.3,4.8,5.6,6.9,9.7,17.0,18.3,18.3
1977,4.3,6.1,8.1,9.7,13.0,13.0,16.0,24.4,26.4
1978,2.8,3.6,5.0,7.2,8.4,11.0,22.9,33.3,47.8
1979,3.1,3.1,3.6,4.2,7.0,10.8,14.1,19.6,23.9
1980,2.6,3.8,4.8,6.4,12.4,14.8,28.0,31.5,39.8
1981,4.2,5.0,5.5,7.1,9.5,13.0,17.7,21.2,25.4
1982,6.3,11.1,13.4,21.0,27.4,29.1,31.2,38.0,39.2
1983,6.6,9.4,9.4,10.8,20.0,25.3,29.6,29.6,34.7
1984,5.6,6.4,7.1,9.3,10.9,20.9,44.4,49.5,51.6
1985,2.1,3.1,4.1,5.5,7.1,10.5,24.3,26.7,26.7
1986,2.0,2.7,3.3,4.6,7.2,11.3,16.0,18.4,26.0
1987,7.0,8.5,9.3,9.3,9.4,9.4,12.7,20.4,22.2
1988,1.8,2.4,3.2,4.6,9.2,17.3,35.9,49.4,51.8
1989,4.6,9.2,13.7,15.3,20.9,22.5,24.4,24.4,26.9
1990,6.9,7.3,10.9,13.6,16.0,20.7,21.3,23.7,29.9
1991,4.6,8.6,12.6,14.7,14.9,18.0,25.5,32.0,35.7
1992,1.3,2.5,2.9,3.8,5.4,9.7,19.0,27.7,34.4
1993,5.5,10.7,13.2,16.9,24.8,28.7,30.1,38.5,38.9
1994,4.5,7.6,9.3,9.6,10.1,10.3,12.7,16.2,21.7
1995,7.4,7.6,8.6,11.4,12.2,15.3,17.4,,31.8
1997,4.9,8.9,13.3,16.0,18.4,19.2,,,49.0
1998,5.7,7.4,8.8,12.4,13.0,13.0,17.6,,26.0
2002,5.1,5.6,7.0,9.0,10.8,18.2,20.0,20.0,31.5
2004,5.7,7.0,7.6,8.9,14.2,15.6,17.0,20.6,29.7
2006,11.0,18.2,22.6,25.2,29.2,35.6,44.6,53.2,53.6
2009,5.6,8.2,8.8,9.8,17.8,20.2,21.6,27.0,41.4
2010,3.2,4.4,5.4,8.8,15.6,28.4,63.8,96.4,110.8
2014,4.0,5.8,6.8,8.8,10.6,12.8,15.8,24.4,33.6
2015,1.4,2.2,3.0,3.8,5.4,8.8,20.4,36.0,46.4
