Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
2005,5.8,6.6,7.0,7.8,10.0,10.0,15.0,21.2,36.2
2007,3.8,5.4,8.0,15.0,24.0,36.4,42.0,46.8,47.0
2008,7.2,11.8,13.0,14.2,15.8,22.6,40.4,54.8,68.4
2009,5.4,7.0,8.6,13.4,16.4,23.2,38.2,38.2,38.6
2010,6.6,9.2,9.4,10.2,10.8,10.8,20.2,32.8,34.8
2011,9.0,13.6,17.6,22.8,28.0,35.0,39.6,43.0,45.6
2012,7.4,12.4,16.0,21.4,21.8,25.4,39.0,39.2,44.8
2013,10.8,16.4,18.2,19.4,19.4,20.4,22.8,26.0,29.6
2014,7.6,10.0,10.8,11.0,11.4,14.4,19.2,23.0,26.8
2015,7.6,14.8,20.8,21.0,28.2,28.2,34.4,34.6,37.2
2016,5.0,6.4,8.4,12.0,14.2,24.8,38.0,39.2,39.2
2017,4.8,6.6,6.6,7.8,10.8,13.2,17.4,23.2,23.4
