Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1969,5.8,6.6,8.9,11.4,11.7,18.5,46.2,63.8,78.0
1970,5.6,7.9,9.4,9.7,15.5,18.0,25.9,36.3,40.6
1971,4.6,9.1,10.2,10.2,10.7,16.0,27.9,43.7,52.6
1972,9.9,15.5,18.0,19.8,19.8,21.6,26.4,30.2,39.1
1974,5.6,7.1,7.9,8.9,12.7,17.5,21.6,21.6,27.2
1975,4.6,8.1,11.2,11.9,12.2,12.2,16.5,21.3,24.9
1976,9.7,9.9,10.4,10.7,18.8,23.1,34.8,35.1,40.9
1983,,,,2.2,3.4,4.8,7.3,8.0,11.3
1984,,,,,,,,,
1985,3.0,5.5,6.8,10.5,15.0,28.9,42.3,45.9,47.0
1986,3.0,3.9,4.5,7.1,8.2,12.7,23.0,34.8,62.3
1987,5.6,7.7,9.1,12.9,14.5,19.7,30.6,31.4,31.4
1988,4.8,7.6,9.5,13.6,16.7,16.7,25.0,40.1,45.8
1989,5.4,10.0,10.6,14.8,18.0,19.8,30.6,38.6,44.2
1990,2.6,4.5,4.7,6.2,10.0,18.9,45.6,69.6,79.5
1991,5.3,9.8,10.3,11.4,16.3,19.9,32.9,56.3,78.3
1992,4.8,5.7,6.7,9.2,13.1,14.6,21.7,26.2,33.4
1993,6.7,10.2,10.4,13.9,23.9,27.7,34.6,,
1994,5.2,9.9,13.3,20.5,23.4,26.2,31.8,39.8,49.5
1995,4.4,6.8,7.6,8.4,13.9,18.0,31.9,51.4,51.4
