Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1960,9.4,16.3,19.3,22.6,23.4,33.0,43.4,54.1,58.7
1961,7.6,8.6,9.1,13.5,17.8,27.2,34.8,34.8,37.1
1962,4.1,6.6,9.9,10.7,14.7,16.8,22.9,43.4,65.8
1964,7.6,11.7,13.5,19.0,24.4,42.4,48.0,48.0,48.0
1965,8.4,13.5,14.5,23.6,33.0,37.8,38.1,38.1,38.1
1966,7.4,11.4,16.5,17.0,20.3,30.5,37.6,43.2,49.5
1967,18.5,19.8,23.6,32.3,37.3,38.6,38.9,40.4,44.2
1968,5.6,7.4,8.1,9.7,11.4,11.9,22.1,25.7,36.6
1969,9.9,16.0,21.3,24.1,26.7,31.0,41.7,41.7,48.0
1970,7.4,12.4,16.8,24.1,26.7,30.0,30.7,31.7,33.8
1971,5.8,10.9,14.7,17.0,19.6,22.9,40.4,56.4,59.2
1972,5.3,8.9,10.9,18.0,20.8,21.1,30.5,31.2,35.6
1973,6.9,11.4,14.0,14.0,17.8,26.7,33.0,37.8,45.5
1974,8.4,14.5,16.3,17.8,23.9,30.2,40.6,40.6,55.1
1975,7.1,11.2,14.0,18.5,25.7,45.2,55.1,58.7,58.9
1976,9.1,15.5,20.1,21.8,22.4,24.4,56.6,63.5,69.8
1977,5.1,7.6,9.4,11.4,14.2,16.5,21.3,34.5,34.5
1978,4.6,7.5,8.2,12.7,15.5,20.4,27.4,45.0,45.4
1979,6.5,10.5,15.7,23.1,26.7,34.6,35.3,37.4,45.6
1980,5.8,9.5,12.3,15.5,22.6,26.0,34.2,35.0,45.7
1981,,,,,14.1,16.9,26.4,30.6,42.6
1982,4.2,6.8,10.8,16.1,20.9,26.2,36.2,41.9,46.5
1983,6.4,7.4,10.1,13.0,15.8,20.5,29.2,32.6,32.6
1984,9.5,16.7,20.7,23.2,36.8,53.7,81.5,93.7,95.0
1985,10.5,12.0,13.4,14.9,15.0,20.0,34.9,35.0,35.0
1986,4.2,7.5,9.9,15.4,24.4,39.2,46.3,50.9,57.0
1987,10.4,17.5,23.5,30.2,31.8,35.9,41.9,45.2,46.6
1988,5.7,10.6,13.6,18.9,30.1,42.0,68.6,68.6,69.4
1989,3.4,6.6,7.4,10.0,14.1,16.2,21.9,27.8,37.0
1990,6.7,9.3,12.4,15.1,23.3,35.3,36.8,42.8,49.0
1991,8.3,12.3,17.8,19.4,20.4,21.8,23.0,38.6,46.5
1992,12.3,17.8,22.5,33.7,42.3,46.5,50.6,55.8,60.2
1993,9.6,15.6,17.3,27.5,33.3,45.8,46.1,46.1,53.4
1994,6.3,10.6,14.5,23.2,29.4,29.5,29.6,33.5,41.5
1995,6.4,9.6,12.2,19.5,27.6,38.6,38.8,41.0,45.0
2005,8.8,13.6,16.0,17.2,20.6,24.2,38.6,42.0,66.6
2007,11.0,13.4,14.0,20.6,25.2,34.4,35.6,51.4,67.6
2008,10.2,11.6,12.4,15.0,21.2,32.4,56.2,71.2,76.4
2009,9.4,15.2,17.6,20.6,21.6,21.6,32.2,38.4,49.0
2010,7.2,9.8,13.2,17.4,23.0,28.6,36.8,55.4,71.2
2011,6.4,10.8,14.6,23.0,25.2,25.6,46.8,75.4,83.0
2012,6.8,9.2,12.2,17.0,19.2,19.6,31.8,35.4,35.6
2014,7.0,11.6,13.2,14.2,19.0,21.0,29.2,30.6,33.0
2015,6.6,10.2,11.6,12.8,16.6,18.8,25.2,30.4,48.6
2016,8.6,10.6,13.8,20.4,28.8,28.8,37.0,40.0,50.6
2017,6.2,8.2,9.0,9.6,10.8,13.4,21.2,24.0,27.2
