Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1968,5.6,7.4,8.1,11.2,14.5,16.3,26.7,41.1,45.0
1969,10.4,12.4,15.5,24.1,25.9,26.7,27.4,45.0,46.0
1970,7.9,13.5,16.3,16.3,17.0,23.4,30.7,32.8,46.5
1971,5.6,5.8,7.9,11.7,15.0,22.1,54.4,66.0,79.2
1972,9.1,12.7,14.7,15.5,15.5,22.6,28.4,32.0,32.5
1973,8.4,15.7,23.6,36.1,53.6,58.4,66.3,71.9,87.4
1974,12.4,19.6,21.8,27.7,28.2,28.2,40.9,48.5,48.8
1975,9.4,16.0,21.3,36.1,67.3,74.4,103.6,106.4,106.7
1976,5.8,8.1,9.4,14.7,22.6,37.8,48.5,57.7,59.9
1977,6.3,9.1,10.2,14.0,15.5,18.0,31.7,36.3,43.7
1978,11.5,16.1,19.5,21.8,28.2,33.6,43.4,44.6,58.4
1979,6.8,9.4,11.1,11.8,11.9,21.5,38.1,50.8,52.6
1980,5.2,8.4,11.7,21.3,32.8,39.2,39.5,39.5,42.6
1981,4.0,5.9,7.1,9.9,17.2,28.1,48.0,50.0,50.6
1982,7.6,8.2,8.2,9.6,13.1,17.4,38.6,47.4,47.6
1983,7.0,11.3,16.0,21.5,22.8,33.4,35.0,35.6,42.6
1984,5.1,8.1,12.1,13.2,13.7,14.8,25.2,35.1,41.4
1985,7.4,10.4,12.3,15.9,20.8,33.3,50.7,55.4,55.4
1986,7.0,11.4,15.6,19.8,20.3,22.7,33.2,38.8,44.5
1987,8.4,12.9,15.8,23.3,30.3,35.0,36.1,38.9,50.7
1988,13.9,16.5,18.2,23.7,27.6,27.7,42.3,42.3,46.2
1989,4.6,8.9,12.8,22.7,28.5,29.6,30.1,32.2,36.8
1990,6.5,7.4,9.2,11.6,16.7,21.9,25.0,32.3,52.2
1991,4.1,7.8,8.7,11.4,12.2,17.3,26.6,39.1,46.0
1992,9.2,15.0,18.4,25.1,40.3,42.3,46.9,59.3,70.1
1993,8.7,17.3,23.8,27.9,37.4,40.8,76.9,91.6,106.4
1994,10.4,13.2,14.9,19.9,21.9,25.1,,,43.2
1995,8.9,10.3,11.4,15.2,26.1,37.4,47.9,64.8,74.3
1996,,,,-10.0,34.8,43.8,45.4,46.2,51.6
1997,7.3,11.7,13.6,16.9,18.5,27.4,37.0,40.8,40.8
1998,6.3,10.1,12.5,13.9,14.9,22.1,24.8,25.8,27.9
