Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1981,3.7,3.9,5.3,7.8,13.7,19.0,37.4,43.6,44.2
1982,5.9,10.2,10.6,10.6,10.6,12.9,23.3,36.6,43.4
1983,6.1,10.4,13.1,22.3,24.2,25.9,30.6,37.8,38.2
1984,4.7,7.3,9.1,12.2,21.0,22.0,33.2,38.4,38.4
1985,4.2,7.7,10.3,12.5,16.2,20.8,45.2,46.0,46.2
1986,8.0,10.0,11.7,14.4,22.0,36.5,38.9,45.7,46.6
1987,4.2,6.4,8.0,8.8,9.3,15.8,,,59.6
1988,6.3,8.9,11.6,17.5,20.5,24.3,36.3,61.0,69.6
1989,8.5,10.2,15.0,22.9,29.1,31.3,39.2,45.4,49.4
1990,5.5,9.0,13.0,24.4,29.8,33.8,50.1,72.4,76.3
1993,3.3,6.1,7.7,9.1,11.5,15.7,24.8,29.6,34.6
1994,5.4,10.1,15.0,17.2,17.2,23.6,33.2,41.4,41.4
1995,5.7,8.2,10.7,16.0,25.8,35.9,48.9,50.0,69.1
1996,8.3,10.7,12.3,19.7,25.4,31.6,31.6,31.6,43.7
1997,5.5,10.5,12.8,17.1,17.1,18.3,22.4,23.7,25.0
1998,11.0,17.2,21.8,24.4,29.3,34.6,39.1,42.7,44.9
