Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1985,4.8,5.5,5.7,9.3,12.7,12.8,16.3,17.0,17.2
1986,3.4,5.6,7.7,8.1,11.8,14.0,14.0,14.0,20.2
1987,7.5,12.2,16.3,19.9,28.4,42.6,65.5,70.3,70.5
1988,5.4,6.8,8.8,12.4,19.4,25.4,35.0,40.8,40.8
1989,6.9,9.8,12.9,17.2,33.5,43.6,55.8,68.9,75.8
1990,4.0,4.9,7.2,10.0,10.4,12.6,15.3,19.2,22.8
1991,7.0,11.8,14.7,19.4,19.7,21.2,29.3,37.0,37.2
1992,3.8,5.4,7.0,12.2,15.1,15.4,,,38.1
1993,5.5,6.2,7.8,10.3,17.5,22.1,,,56.0
1999,5.2,5.6,7.6,12.1,13.8,14.8,18.9,18.9,20.5
2005,4.4,5.2,7.4,9.0,11.0,11.2,11.3,15.7,18.8
2006,4.6,8.5,9.4,10.5,10.5,12.3,20.4,21.6,28.0
2007,5.5,6.8,9.5,12.6,14.0,15.0,16.8,19.2,22.6
2008,7.5,14.9,19.1,21.0,23.1,26.6,46.5,51.1,52.3
2009,4.8,7.3,8.2,9.5,15.1,15.7,21.2,28.4,30.5
