Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1982,9.8,10.4,11.4,12.8,12.8,21.2,25.0,25.2,26.4
1983,7.2,9.0,10.1,12.9,14.3,16.0,21.7,21.7,32.0
1984,4.4,7.0,10.5,12.0,15.0,18.7,25.2,33.8,41.2
1985,5.6,7.0,8.6,9.0,10.0,10.9,20.0,33.3,46.4
1986,5.5,9.4,10.5,10.5,10.5,11.9,20.0,29.5,34.1
1987,4.0,4.0,4.2,4.2,6.3,9.0,15.9,17.9,23.7
1988,9.1,14.6,14.9,14.9,14.9,15.0,21.2,29.2,31.8
1989,6.1,7.9,9.5,11.3,18.8,32.6,34.0,40.9,40.9
1990,5.1,7.3,7.8,8.2,8.4,9.2,13.6,23.4,23.8
1991,4.6,7.0,8.6,13.8,15.8,16.9,19.8,23.5,29.8
1992,5.6,7.7,9.2,12.7,15.5,18.3,24.0,26.6,50.8
1993,3.7,4.7,5.0,5.0,5.3,10.1,19.7,30.0,44.3
1994,2.5,3.2,3.6,4.1,5.8,8.6,20.3,31.0,39.0
1995,5.9,8.5,9.8,10.7,11.6,,,,33.4
1996,7.0,8.2,8.4,9.0,12.2,18.8,29.2,30.4,46.1
1997,4.9,8.7,8.7,9.6,13.2,17.5,29.3,42.3,49.6
1998,9.2,11.4,13.2,14.6,15.0,20.1,36.5,61.0,69.7
