Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1984,8.7,15.2,19.7,25.5,30.0,30.1,35.3,38.8,50.3
1985,5.6,6.9,9.8,15.7,17.7,17.8,21.7,28.9,29.4
1986,6.8,9.3,12.4,14.3,15.8,19.4,33.0,35.1,47.2
1987,11.5,16.3,24.2,38.4,45.7,45.8,71.9,73.0,73.0
1988,7.3,9.3,13.0,20.3,28.7,35.4,38.3,42.8,46.5
1989,4.1,8.1,9.5,15.6,16.7,17.7,24.3,40.9,62.8
1990,3.2,5.3,6.3,10.1,12.2,20.2,31.5,40.2,43.2
1992,4.7,8.7,12.5,14.6,21.8,27.7,32.2,37.4,37.4
1993,12.5,17.1,22.1,31.6,31.6,31.6,,,49.4
1994,8.8,10.6,11.4,15.4,22.1,25.0,26.9,30.8,43.8
1995,7.0,9.4,12.9,21.6,26.4,29.4,55.0,62.3,72.5
