Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1966,7.1,12.2,12.7,13.7,23.6,32.8,32.8,35.1,44.7
1968,7.6,9.7,10.4,13.5,17.3,27.7,41.9,62.0,80.0
1969,10.7,19.6,21.8,29.2,41.4,41.9,65.8,72.9,77.5
1970,7.4,10.7,11.7,15.7,15.7,16.8,22.4,26.4,27.4
1971,7.1,11.7,14.0,18.5,19.3,27.4,36.1,41.7,41.7
1972,4.1,6.9,7.4,9.1,18.3,23.1,27.7,31.7,35.3
1973,9.1,11.4,12.4,14.7,17.5,21.6,42.7,43.4,43.4
1974,8.1,8.6,8.9,8.9,10.7,19.0,27.4,34.3,35.6
1975,5.3,8.6,11.4,17.5,19.8,23.6,26.4,27.9,31.7
1976,3.6,5.3,6.3,7.6,8.4,11.9,24.9,26.9,27.9
1977,5.1,6.1,9.4,11.9,14.7,25.4,28.4,37.1,43.2
1978,3.9,6.9,9.6,11.8,17.3,23.6,28.9,35.3,43.4
1979,9.8,13.9,15.6,18.6,21.9,26.5,33.4,52.3,56.0
1980,3.1,5.4,7.5,10.8,14.2,14.2,32.0,34.8,35.0
1981,5.8,7.6,9.7,18.4,27.2,29.7,36.6,44.0,44.2
1982,7.3,11.6,13.9,15.4,15.8,17.5,23.6,36.7,59.8
1983,6.3,8.4,12.6,12.6,12.6,17.2,24.7,26.4,27.6
1984,7.5,8.9,11.3,14.3,19.4,22.2,26.1,37.0,46.4
1985,5.2,6.2,7.5,7.5,10.2,14.6,31.3,40.5,40.5
1986,4.2,8.4,9.2,11.8,11.8,12.7,16.9,22.2,24.7
1987,8.0,11.3,12.2,14.0,19.7,23.2,27.4,29.0,39.6
1988,3.9,7.4,9.8,12.2,16.9,22.0,33.7,48.0,55.7
1989,7.7,9.6,11.1,15.2,16.3,16.9,19.7,23.8,27.0
1990,6.1,8.3,8.6,14.9,14.9,17.7,31.4,39.9,41.4
1991,3.4,6.8,6.8,8.7,14.5,18.1,29.7,35.1,41.0
1994,9.0,14.1,16.0,25.8,28.5,28.7,32.8,33.8,42.4
1995,9.6,15.1,20.1,27.4,30.1,31.4,31.6,32.2,40.4
1996,10.3,14.5,15.1,15.3,17.8,19.0,26.2,27.8,35.3
1997,4.6,6.4,9.7,11.6,13.3,18.0,38.4,53.2,81.0
1999,8.2,10.0,11.3,12.8,12.8,14.1,21.1,27.2,35.9
2001,6.9,8.3,8.5,12.6,17.5,25.4,38.4,41.7,49.7
2002,7.0,8.2,10.4,16.6,18.4,18.8,27.2,43.4,47.8
2003,4.4,7.0,7.6,8.8,11.0,11.0,21.6,26.2,31.8
2004,5.8,7.6,8.4,9.2,14.2,14.6,24.4,25.6,38.6
2005,10.8,16.2,17.0,17.2,17.4,17.4,26.4,37.0,50.0
2006,5.0,9.6,12.6,15.6,16.8,16.8,21.0,24.4,32.6
2007,8.0,15.0,20.0,26.4,28.8,40.4,59.0,69.2,102.0
2008,11.4,17.0,19.6,23.6,24.4,27.2,28.0,39.6,44.0
2010,5.2,6.8,8.0,10.6,12.0,17.0,31.6,34.4,40.4
2011,7.6,12.2,14.0,25.2,27.8,28.0,28.0,28.0,30.0
2012,4.6,6.0,7.2,13.2,19.0,24.8,28.6,36.4,45.4
2013,7.8,10.0,14.8,24.2,26.6,30.0,31.4,36.8,42.6
