Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1958,3.0,4.6,4.8,8.6,10.7,13.0,35.1,59.7,77.0
1959,2.5,3.3,4.8,7.6,9.4,13.7,31.5,52.1,56.6
1960,2.5,3.3,4.1,5.3,8.6,14.0,21.8,34.3,48.8
1961,3.3,4.6,6.3,9.7,18.3,20.8,30.7,39.9,66.3
1962,3.0,4.6,5.3,8.9,10.2,18.3,28.4,51.1,71.4
1963,3.3,4.8,6.9,9.9,10.7,11.7,23.9,35.6,59.4
1964,4.8,8.6,13.0,14.5,14.7,15.0,25.9,40.9,59.7
1965,1.5,2.5,3.0,4.1,6.3,11.9,20.8,30.2,42.2
1966,2.3,3.8,4.3,5.1,8.4,9.7,22.6,43.2,54.9
1967,1.8,2.8,3.6,5.3,8.9,14.0,27.2,41.9,63.5
1968,3.6,6.9,8.4,10.4,11.9,14.0,35.3,60.2,99.3
1969,3.0,5.3,6.3,7.4,10.9,13.0,20.1,26.4,44.7
1970,4.6,7.9,8.9,10.4,10.9,12.2,21.6,26.2,33.8
1971,2.5,4.1,5.6,6.3,7.4,12.7,25.4,38.6,53.1
1972,1.5,2.3,2.8,4.8,8.6,16.8,43.2,72.9,113.8
1973,1.8,2.5,3.3,4.6,7.6,12.7,28.4,42.4,49.3
1974,1.8,3.3,4.6,6.1,8.9,12.7,23.6,44.4,61.2
1975,2.8,4.3,5.8,6.9,8.4,14.2,27.7,43.2,74.7
1976,3.0,6.1,6.3,6.3,8.4,13.5,26.4,51.6,64.8
1977,1.8,2.3,3.0,4.8,7.6,12.7,27.4,41.1,42.9
1978,2.7,3.7,5.2,7.8,12.1,19.7,24.9,32.4,38.7
1979,7.5,9.2,9.8,11.3,17.7,17.7,38.0,63.6,88.8
1980,4.4,6.0,7.4,13.4,15.2,15.6,29.7,45.7,49.6
1981,6.8,7.6,7.8,9.2,17.9,23.7,29.0,41.0,47.4
1982,2.0,3.0,4.0,4.9,7.8,11.4,23.2,41.9,66.4
1983,3.3,3.3,3.3,6.1,7.5,13.4,28.4,41.5,55.2
1984,2.5,3.8,4.7,6.6,8.7,14.6,29.2,35.2,50.3
1985,2.2,3.6,5.1,7.1,7.9,10.3,21.3,32.6,44.8
1986,5.5,5.9,6.2,8.1,12.7,15.6,33.3,44.7,57.5
1987,1.7,2.7,3.5,5.4,7.3,11.5,19.7,26.6,42.5
1988,2.8,3.0,3.8,5.3,8.3,11.1,25.3,41.0,44.3
1989,3.6,5.7,7.1,10.5,12.7,14.5,28.7,34.5,62.8
1990,2.1,3.2,4.1,5.2,7.1,11.2,23.4,33.9,46.3
