Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1968,2.5,4.3,6.1,11.7,20.8,32.0,53.3,63.2,67.8
1969,1.5,2.3,2.8,3.8,6.6,10.2,22.6,38.9,65.8
1970,1.3,2.0,2.3,3.6,7.1,11.7,16.8,24.4,31.0
1971,1.0,1.8,2.5,4.6,8.1,11.7,22.6,33.0,44.7
1972,1.3,1.8,2.0,3.3,5.3,9.4,23.6,43.2,58.9
1973,2.0,2.3,2.5,3.0,5.8,10.2,17.0,25.1,31.2
1974,2.3,4.1,5.6,6.6,8.4,15.0,35.6,58.2,82.8
1975,1.8,2.3,2.5,3.3,3.6,5.6,11.4,20.6,30.0
1976,1.8,3.0,4.1,4.3,5.1,8.6,18.0,27.9,33.3
1977,1.5,2.0,2.8,4.8,9.7,17.5,24.1,33.5,34.0
1979,2.7,4.0,4.6,5.7,7.6,10.8,19.5,21.6,32.8
1980,5.2,5.7,6.4,9.6,19.1,28.9,34.0,47.7,57.6
1981,2.0,2.4,3.1,4.1,6.4,12.2,28.8,45.0,55.8
1982,1.2,2.0,2.8,4.0,6.0,7.8,15.2,23.7,40.6
1983,3.6,6.1,8.2,8.2,8.2,8.2,17.0,28.1,35.4
1984,2.5,4.0,4.6,6.9,7.7,12.1,23.0,43.2,55.9
1985,3.4,4.7,5.9,10.4,11.3,12.9,33.0,50.9,55.0
1986,4.3,7.0,8.1,8.3,8.3,8.8,17.9,25.9,44.0
1987,3.8,5.3,7.9,10.6,18.2,22.4,29.5,46.7,75.9
1988,1.3,1.9,3.0,5.6,9.2,15.4,38.7,58.9,97.0
1989,3.0,4.2,5.4,7.3,8.8,13.9,,,61.0
1990,4.8,5.3,5.5,6.2,7.7,14.1,38.0,57.9,68.2
1991,2.7,3.7,4.3,7.8,9.3,16.7,40.4,65.1,88.2
1992,5.3,8.9,13.3,14.5,17.0,21.8,39.8,67.5,114.7
1993,1.6,2.5,3.3,5.6,9.1,12.5,28.0,49.0,70.7
1994,1.8,2.7,3.7,5.3,8.7,14.5,30.6,49.9,71.4
1995,2.3,3.2,3.2,3.8,5.3,7.9,18.8,30.9,36.2
1996,2.1,2.7,2.7,4.1,6.9,12.3,19.5,30.6,37.4
1997,4.8,7.1,9.7,14.3,19.8,21.2,29.0,51.1,90.2
1998,2.8,3.9,4.8,6.8,9.4,10.9,24.6,44.2,51.5
1999,2.1,3.3,3.9,6.0,8.4,16.2,39.9,72.1,103.2
2000,1.9,3.4,4.1,5.7,7.2,10.6,23.1,40.3,57.9
2001,1.2,1.9,2.6,3.4,4.9,8.5,18.9,36.5,62.0
2002,2.2,2.6,2.6,4.0,7.2,10.4,24.4,29.7,42.0
2003,2.0,2.2,2.4,3.8,7.5,12.1,26.6,31.0,50.6
2004,2.5,3.2,3.8,5.9,8.2,12.3,26.0,41.8,54.7
2005,1.9,3.7,4.0,4.8,8.9,15.9,30.9,51.4,79.5
2006,3.7,6.5,9.6,9.8,11.2,15.7,42.1,69.3,88.9
2007,2.9,4.1,4.9,5.2,9.9,17.4,44.0,72.8,103.7
2008,2.5,2.8,3.4,4.0,6.1,9.8,19.5,28.4,53.8
2009,,,,,,,,,61.6
2010,2.2,3.0,4.1,6.5,7.8,12.4,21.4,36.2,60.7
2011,2.0,2.4,2.7,4.8,8.1,15.1,32.1,43.5,45.6
2012,2.3,4.4,5.7,8.0,11.0,13.9,22.4,30.0,45.2
2013,1.5,2.7,2.9,4.3,7.5,11.8,21.4,31.3,46.7
2014,2.3,2.4,3.0,5.0,7.8,13.8,24.0,32.2,52.4
2015,4.3,4.3,5.1,8.3,12.2,16.5,27.1,39.6,59.6
2016,1.3,2.0,3.1,4.8,8.4,14.8,39.7,69.5,102.6
2017,3.1,3.3,3.8,5.0,8.4,14.3,33.9,58.9,70.2
