Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1966,10.2,15.5,15.5,15.5,15.5,15.5,22.6,29.2,38.1
1967,3.3,5.1,5.6,7.6,10.2,16.5,17.0,20.1,25.1
1968,8.6,11.4,16.0,28.2,40.4,50.8,77.7,78.7,78.7
1969,7.4,9.9,13.0,18.8,24.4,29.0,32.5,32.5,32.8
1970,6.6,10.9,14.0,16.3,22.4,27.9,37.8,44.7,45.0
1971,5.3,9.4,11.4,15.5,17.3,24.6,39.6,39.9,49.5
1972,7.4,10.2,13.0,15.5,16.0,19.0,38.4,46.7,47.5
1973,8.1,10.9,14.7,16.8,20.8,23.4,29.2,33.0,40.4
1974,8.9,13.2,18.5,25.9,27.9,29.2,29.7,34.3,42.7
1975,5.8,9.9,14.2,21.3,26.9,37.8,38.6,38.6,38.6
1976,4.6,8.6,9.7,11.7,12.4,12.4,17.5,21.6,28.7
1977,5.8,10.7,13.2,23.1,32.8,45.7,45.7,47.0,56.6
1979,7.7,7.9,7.9,9.5,14.8,22.3,27.4,35.9,39.9
1980,3.2,4.7,5.5,7.1,9.9,13.0,21.8,27.4,29.9
1981,7.1,10.4,12.3,18.4,20.3,32.9,33.2,37.9,42.9
1982,10.4,12.7,16.4,19.5,26.8,35.3,45.0,49.8,51.4
1983,12.5,17.9,20.9,34.0,35.9,35.9,35.9,35.9,53.0
1984,6.0,6.0,7.0,12.5,12.8,16.2,32.4,38.0,38.6
1985,7.2,9.1,11.2,16.0,18.7,19.7,25.3,30.0,33.4
1986,6.8,9.3,10.9,12.1,14.4,18.0,23.8,28.8,44.5
1987,8.6,11.0,15.1,30.2,38.6,40.2,40.3,40.3,63.8
1988,8.1,12.1,16.4,26.2,29.4,35.0,37.4,37.9,53.6
