Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1981,,,,,20.2,21.7,23.6,33.0,39.4
1982,4.3,7.8,9.5,11.7,14.0,20.3,28.8,30.8,32.8
1983,4.7,7.6,10.0,15.6,18.8,19.6,25.5,30.8,31.0
1984,5.6,6.0,6.0,8.1,9.3,16.3,21.8,25.2,31.4
1985,5.8,9.7,14.1,19.9,20.2,28.2,28.2,47.4,52.2
1986,4.3,5.1,6.0,8.8,12.8,19.0,28.6,36.5,42.7
1987,12.0,13.5,13.8,15.1,19.2,22.9,30.0,31.0,31.0
1988,,,,,,,,,
1989,6.0,8.8,11.1,16.4,21.4,25.4,35.8,49.1,62.9
1990,,,,,,,,,48.8
1991,7.8,13.6,13.6,13.6,15.1,15.9,23.0,27.0,43.2
1992,3.7,5.6,8.4,8.6,9.6,16.0,29.5,37.1,45.3
1993,4.6,9.0,9.4,9.8,13.8,16.8,25.6,39.0,45.1
1994,6.8,12.2,13.6,14.1,14.8,20.5,36.0,40.5,48.5
1995,6.8,7.1,7.1,8.0,9.4,13.2,22.7,28.0,29.1
1996,15.6,23.6,26.3,30.9,32.1,33.9,39.4,39.8,39.8
1997,9.6,18.2,22.7,35.5,43.9,44.3,48.8,48.8,49.0
1998,10.1,17.9,25.1,41.5,55.5,62.5,64.8,65.4,65.6
1999,9.4,14.9,20.0,27.5,27.9,37.5,56.2,56.2,75.6
