Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1966,7.6,11.7,15.2,20.3,25.4,40.1,51.6,63.5,64.3
1967,9.9,13.0,13.2,14.2,15.2,20.6,22.1,22.1,33.5
1968,11.9,18.5,19.8,20.8,23.1,25.1,56.4,58.4,58.4
1969,18.0,23.4,26.4,28.2,28.2,34.8,35.6,53.8,62.5
1970,9.4,17.0,20.6,31.2,33.3,46.7,67.3,68.3,68.3
1971,9.1,14.2,17.0,20.3,32.3,32.3,51.3,68.3,79.2
1972,8.9,11.7,13.7,20.6,24.4,29.0,49.8,78.0,80.3
1973,,,,,,51.6,51.6,51.6,51.6
1975,6.9,11.7,17.0,18.3,19.3,19.8,32.8,44.2,51.3
1976,4.3,7.9,11.7,14.0,14.5,18.8,38.6,52.6,68.6
1977,7.1,12.7,13.5,15.7,17.8,23.4,26.9,35.8,37.3
1978,4.1,8.1,10.7,16.3,16.3,16.3,31.0,49.0,59.7
1979,8.7,15.1,19.5,31.2,38.2,45.3,57.9,65.5,66.1
1980,5.1,7.5,9.0,13.3,18.0,22.9,23.6,23.6,38.2
1981,,,,16.6,18.4,24.0,54.0,68.0,90.6
1982,2.4,4.7,6.1,8.0,10.0,14.5,35.3,38.1,45.3
1983,9.3,12.0,13.1,13.3,13.3,17.2,19.2,25.0,31.5
1984,4.6,6.4,8.4,11.0,15.6,20.7,30.6,49.8,52.9
1985,4.0,6.1,7.2,8.7,10.1,11.0,22.7,27.5,29.0
1986,7.8,10.4,12.9,20.4,23.5,29.1,41.9,41.9,43.9
1987,10.5,17.2,21.8,26.9,37.4,39.2,40.0,40.6,63.4
1988,8.3,11.6,13.0,18.4,27.5,35.3,54.9,56.2,72.0
1989,9.1,16.9,18.2,18.7,18.7,18.9,23.4,34.6,51.5
1990,3.7,6.0,6.5,10.2,13.9,23.2,56.9,97.5,103.6
1991,4.8,6.4,7.9,10.8,13.1,15.2,31.6,33.0,38.4
1992,9.4,15.0,18.3,24.1,38.1,61.8,79.1,83.4,85.0
1993,8.5,12.6,17.7,30.1,49.8,76.2,84.8,85.2,85.2
1996,7.2,12.2,15.4,24.8,30.2,44.1,53.7,55.1,55.3
1997,,,,,17.6,23.9,42.2,46.0,46.6
