Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1983,11.8,14.8,19.8,21.8,23.8,24.4,24.4,24.8,40.2
1984,3.6,6.1,7.7,10.8,11.3,14.4,,,57.2
1985,5.4,8.6,11.6,16.3,26.5,26.8,37.6,46.6,47.6
1986,7.3,11.0,14.0,23.8,27.3,41.2,68.3,69.1,69.1
1987,13.4,16.2,18.2,21.8,26.2,29.3,51.5,54.0,54.0
1988,9.0,9.9,11.6,18.9,23.0,24.8,40.4,47.7,48.5
1989,7.5,9.8,12.9,18.2,21.2,23.0,23.5,24.0,24.0
1990,6.0,11.9,17.7,20.7,20.8,20.8,20.8,21.0,29.8
1991,10.0,16.0,20.0,23.4,24.2,45.7,50.2,50.2,70.3
1992,6.0,9.0,11.4,14.6,17.2,25.6,27.9,29.7,41.3
1993,4.4,6.1,7.8,9.6,13.0,14.0,19.6,29.0,29.4
1994,7.8,8.5,9.1,15.4,17.3,20.6,32.8,35.2,36.9
1995,10.2,15.9,18.5,34.5,68.5,97.8,101.2,104.0,105.0
1998,5.4,6.8,8.2,14.4,17.4,18.2,21.4,33.2,33.6
1999,7.0,7.8,8.4,9.4,17.2,21.6,34.2,38.2,69.6
2000,3.4,5.0,6.2,8.8,10.8,17.4,43.6,54.2,54.2
2002,6.2,10.6,12.8,15.8,18.2,21.8,38.6,56.4,62.4
2003,8.2,13.2,14.2,16.2,22.4,24.8,24.8,25.4,29.8
2004,7.2,9.8,11.4,15.6,24.4,27.6,34.4,37.6,42.2
2005,4.6,8.4,10.4,12.2,17.8,22.6,35.6,57.2,92.6
2006,17.0,19.0,19.0,19.0,19.0,19.0,22.2,22.4,31.5
2007,5.2,6.0,6.4,7.6,11.2,12.8,18.4,20.8,24.6
