Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1973,8.4,9.7,9.7,10.9,13.0,14.7,25.1,31.0,41.7
1974,3.8,5.3,6.9,8.1,9.1,14.5,32.5,40.4,44.7
1976,6.9,12.4,13.0,16.5,17.8,25.7,45.0,49.0,49.0
1977,2.3,3.6,3.8,5.8,7.9,15.5,38.4,50.0,50.0
1978,8.1,9.1,9.7,9.9,14.1,22.7,29.8,47.8,57.4
1984,5.9,9.0,9.9,12.1,12.8,13.5,24.4,42.4,55.4
1985,4.0,4.8,7.2,12.7,18.2,26.6,47.6,53.1,57.4
1986,2.6,3.5,4.3,6.0,10.5,18.7,46.9,67.6,72.4
1987,3.6,5.5,6.8,10.2,16.7,23.5,43.2,67.5,80.8
1988,3.0,3.0,4.3,8.5,13.3,21.8,36.5,40.5,47.9
1989,5.3,9.5,13.1,23.2,36.8,37.7,,,67.0
1990,2.7,4.7,5.2,9.5,14.2,18.2,34.6,37.0,48.4
1991,3.0,4.4,5.2,9.6,12.4,19.4,33.0,34.0,53.4
1992,5.1,8.0,9.0,12.0,12.1,15.7,25.7,32.8,34.0
