Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1988,5.1,9.7,11.0,12.5,12.7,14.7,24.8,27.0,33.0
1989,5.8,6.2,6.4,8.8,10.8,11.0,,,37.5
1990,4.0,6.6,7.2,9.2,14.6,21.3,31.4,34.0,38.0
1991,8.4,13.2,20.0,36.0,39.6,52.6,54.2,54.2,54.2
1992,4.9,9.8,14.1,18.4,24.9,27.4,33.0,33.4,40.2
1993,10.7,15.0,18.4,27.0,34.7,38.0,39.5,48.8,52.0
1994,5.9,6.7,9.0,12.2,18.3,23.8,26.6,37.3,55.3
2000,6.2,9.8,12.6,18.4,24.6,37.8,44.0,47.8,48.0
2001,4.6,7.4,9.6,16.8,20.0,25.0,38.0,38.6,63.2
2002,13.8,20.8,23.4,24.6,31.4,36.0,40.4,43.6,45.0
2003,18.8,34.6,48.2,81.0,112.0,117.6,119.4,119.6,119.6
2004,7.8,12.8,19.0,27.8,33.2,38.2,46.0,46.4,54.4
2005,10.8,17.2,24.8,38.0,56.0,72.6,96.6,102.8,104.4
2006,6.2,11.6,16.6,25.0,37.0,46.8,81.0,105.0,107.0
