Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1975,3.0,4.6,5.1,7.1,8.9,10.4,17.3,18.8,25.1
1976,2.5,4.3,4.8,5.3,7.1,8.1,13.0,16.8,25.7
1977,2.0,3.3,4.3,5.8,7.1,7.4,8.9,13.5,17.5
1978,2.7,3.3,4.9,6.7,9.8,10.9,19.3,24.9,26.6
1979,1.4,2.2,3.0,4.1,6.3,10.5,17.4,23.7,24.9
1980,1.0,1.2,1.4,2.2,4.1,6.4,12.6,17.5,21.0
1981,1.6,2.4,2.8,3.6,6.3,12.6,27.5,28.7,28.7
1982,1.3,1.9,2.3,2.8,5.4,7.3,11.0,14.1,14.1
1983,,,,,10.4,11.0,18.7,26.2,31.2
1985,3.1,4.4,4.6,4.6,4.6,7.7,11.6,16.4,26.4
1986,1.3,2.4,3.6,5.0,7.1,9.4,20.2,23.7,35.5
1987,2.6,4.4,5.5,6.8,8.1,10.5,18.2,23.0,38.2
1988,2.2,3.3,5.1,7.5,9.3,12.2,14.4,24.7,33.4
1989,,,,,,,,,17.2
