Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1961,7.6,9.1,10.9,17.0,24.1,28.2,28.4,46.0,46.0
1962,3.6,5.3,6.1,7.1,8.9,13.7,23.1,23.6,39.9
1963,3.3,5.3,6.3,8.4,14.0,18.3,21.3,29.2,38.4
1964,7.4,8.6,9.4,11.2,13.7,16.0,18.0,18.0,23.9
1965,10.4,15.2,17.5,29.5,42.9,58.2,67.6,76.5,85.1
1966,5.3,8.6,9.9,10.4,11.4,12.7,21.1,31.0,31.5
1967,9.1,11.7,15.0,22.9,32.5,56.1,76.7,78.0,80.5
1968,12.7,13.5,18.3,18.8,20.1,26.4,45.2,48.3,50.3
1969,17.5,21.1,23.9,29.7,31.5,31.7,33.3,46.7,47.5
1970,7.9,9.1,9.7,11.2,16.0,18.0,25.9,47.5,66.3
1971,10.7,15.5,20.3,23.4,25.9,37.8,38.6,49.5,52.6
1972,5.6,8.4,11.7,20.6,25.7,35.1,36.1,36.8,51.3
1973,,,24.6,24.9,24.9,25.7,26.9,32.8,38.4
1974,8.1,11.4,15.0,18.0,19.0,19.3,19.8,22.1,25.9
1975,5.8,6.9,9.1,11.7,14.5,18.3,23.9,25.1,25.1
1976,4.3,6.9,8.4,15.2,24.4,37.3,50.0,54.4,54.6
1977,6.1,8.9,11.4,11.9,15.2,18.3,23.1,23.6,25.7
1978,7.4,9.1,9.9,12.4,13.2,14.6,20.2,29.9,33.2
1979,11.5,12.5,12.5,15.7,15.9,17.6,26.9,38.5,49.5
1980,5.8,8.2,8.6,11.0,12.7,22.2,49.7,54.6,71.2
1981,8.7,14.4,18.5,21.8,30.0,31.2,36.6,62.8,62.8
1982,4.0,4.5,6.5,7.8,10.5,19.0,34.1,52.9,56.7
1983,5.5,7.5,8.1,9.0,10.6,13.9,17.4,27.5,48.3
1984,15.1,21.7,22.2,25.5,26.0,27.1,27.1,35.4,44.0
1985,10.9,12.8,13.9,18.4,28.8,30.7,30.9,33.5,35.8
1986,9.0,16.9,18.8,18.8,19.2,19.9,21.4,25.3,28.5
1987,7.0,9.9,10.6,12.7,13.4,16.7,19.8,26.0,31.4
1988,16.3,19.7,24.3,27.3,29.2,29.2,49.2,68.2,78.3
1989,9.1,12.0,17.7,18.7,19.7,33.9,47.6,49.3,55.0
1990,8.3,11.4,16.9,18.8,24.7,28.9,29.0,29.0,29.0
1991,6.4,7.4,7.9,8.8,10.0,17.5,26.2,35.4,41.4
1992,8.6,11.8,15.0,21.0,21.0,24.0,34.1,55.7,79.0
1993,5.0,9.0,12.2,13.0,22.9,24.2,26.9,32.2,42.8
1994,11.9,19.9,25.9,37.8,57.8,67.3,82.3,94.4,94.4
