Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1965,3.6,6.9,8.1,9.4,9.9,11.9,17.5,23.4,30.7
1966,2.3,2.5,2.8,3.3,6.1,9.1,21.3,30.5,36.3
1967,1.5,2.0,2.8,4.1,4.8,8.1,16.0,17.0,17.0
1968,3.3,4.3,5.6,6.3,7.9,11.9,27.9,28.2,29.5
1969,2.8,5.3,7.1,10.4,14.0,14.2,14.7,27.7,38.4
1970,2.0,2.3,3.3,4.8,6.9,9.7,16.3,17.8,20.6
1971,,7.9,8.1,8.4,8.9,9.4,10.9,11.7,13.2
1972,3.0,4.8,6.9,11.4,13.0,13.0,16.8,17.0,17.0
1974,5.1,5.8,6.1,8.4,14.2,19.6,37.1,38.6,38.6
1975,3.6,5.1,5.3,7.1,9.9,13.5,19.3,27.4,32.3
1976,5.1,6.1,8.6,11.7,14.2,15.5,20.6,26.2,29.0
1977,3.0,4.6,5.1,6.9,8.4,10.7,21.1,29.2,32.0
1978,3.1,3.5,4.0,4.6,5.5,7.9,17.0,21.0,27.1
1979,5.4,8.7,9.2,14.1,19.0,19.3,19.3,19.3,21.6
1980,5.6,5.8,5.8,5.8,5.8,6.1,9.9,18.2,25.7
1981,,,6.3,10.4,15.1,21.9,28.0,38.9,47.7
1982,2.9,3.6,4.0,4.7,6.4,9.7,17.0,21.2,34.5
1983,1.2,2.3,3.4,6.8,13.5,17.4,26.9,29.4,30.4
1984,2.0,3.6,4.2,4.4,5.9,8.4,17.0,21.5,26.3
1985,5.6,5.9,5.9,5.9,6.5,10.0,17.7,18.2,23.0
