Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1964,13.2,24.6,29.5,40.6,40.9,42.2,42.2,42.2,52.3
1965,5.8,7.6,10.4,14.0,17.3,23.4,32.3,38.9,42.9
1966,4.3,6.1,6.6,8.4,8.6,13.0,17.3,30.5,41.7
1967,3.6,3.6,3.8,4.8,8.1,10.7,17.0,19.6,30.0
1968,7.4,11.2,15.0,19.8,27.9,32.0,33.5,33.5,33.5
1969,7.6,13.2,15.5,16.8,19.8,23.4,23.9,25.1,33.5
1970,8.1,16.3,24.4,28.4,33.8,40.4,55.1,67.8,69.6
1971,16.0,20.8,24.9,32.3,35.6,36.6,36.8,38.6,38.6
1972,8.9,17.3,19.6,28.2,34.3,34.3,35.1,35.1,35.1
1973,3.8,7.4,8.6,10.4,10.4,15.5,22.6,36.6,48.8
1974,14.7,29.5,44.2,53.6,64.8,73.2,91.4,91.7,91.7
1975,5.6,8.6,12.7,17.3,22.6,27.2,38.1,52.1,65.3
1976,4.6,7.1,10.7,11.4,16.8,24.6,25.1,25.1,26.4
1977,8.9,11.2,12.4,15.2,15.2,15.2,33.5,38.6,39.4
1978,6.0,10.0,14.0,21.4,30.0,40.4,41.0,41.0,45.9
1979,3.8,4.9,7.3,8.4,8.5,8.5,11.9,15.3,17.8
1980,3.2,4.4,4.7,9.1,9.9,12.3,16.3,21.2,27.2
1981,12.2,14.4,15.4,17.1,17.3,17.4,21.4,21.4,21.4
1982,11.4,16.2,21.2,27.1,47.7,58.1,61.8,61.8,62.0
1983,4.6,8.2,8.9,13.8,19.8,20.8,20.8,20.8,21.0
1984,5.5,9.5,11.7,14.3,16.7,23.3,27.5,27.5,27.5
1985,7.2,10.9,12.8,19.3,20.9,27.5,40.3,58.3,76.4
1986,6.3,12.0,14.5,16.5,20.3,25.7,31.4,32.0,32.0
1987,13.0,18.2,22.2,24.4,25.8,25.8,27.6,27.6,39.4
1988,11.8,13.3,19.2,23.3,24.2,24.2,28.9,33.0,38.2
1989,13.2,16.0,18.8,22.8,27.4,27.6,29.6,32.2,32.4
1990,6.6,11.7,16.5,20.9,22.7,25.4,25.8,33.5,39.8
1991,13.6,20.6,25.1,33.0,37.1,45.9,46.7,63.6,66.6
1992,4.8,6.4,6.9,7.5,7.5,7.5,13.7,17.2,22.2
1993,5.6,8.7,12.9,16.1,23.1,36.2,46.3,63.6,98.5
1994,3.9,7.1,8.6,14.5,15.8,23.4,44.3,44.3,48.3
1995,9.5,14.3,19.1,20.7,21.2,21.7,27.1,41.1,59.3
1996,6.1,7.7,8.3,10.1,12.2,17.4,20.9,26.5,31.4
1997,10.1,14.8,18.9,26.0,29.2,34.3,35.2,42.7,45.2
1998,13.5,15.3,21.6,23.6,27.9,28.2,32.2,35.6,44.0
1999,10.2,14.2,18.0,26.0,31.0,33.8,35.8,36.0,36.0
2000,7.6,10.2,13.2,20.1,22.7,26.6,32.6,32.6,32.8
2001,3.7,5.0,6.4,8.8,10.5,12.4,14.4,16.4,18.2
2002,6.4,12.7,19.0,28.6,40.9,43.6,53.4,54.2,55.1
2003,10.3,15.0,20.0,28.4,35.0,48.6,49.2,49.2,49.2
2004,8.0,10.8,14.1,18.6,20.3,20.6,32.2,32.2,42.0
2005,11.5,16.2,18.1,20.0,20.2,20.2,29.6,31.7,45.0
2006,4.2,5.1,6.5,8.7,9.0,12.0,24.3,35.5,50.3
2007,9.6,12.8,15.8,16.9,18.1,19.0,23.8,26.6,36.0
2008,5.2,8.8,9.7,19.4,19.6,23.9,39.7,40.1,50.2
2009,8.2,10.6,12.6,14.6,21.0,23.4,29.6,29.6,29.6
2010,9.5,14.2,20.5,24.1,24.8,30.2,33.6,33.8,47.4
2011,10.0,14.6,16.0,17.1,20.2,22.9,28.9,33.4,54.6
2012,3.6,4.8,5.4,7.2,11.8,17.4,23.4,23.8,24.6
2013,19.0,25.0,25.8,28.0,28.8,28.8,28.8,33.8,40.0
2014,8.4,10.2,10.4,12.4,12.4,14.2,23.2,35.0,38.6
2016,11.4,18.4,24.2,30.0,50.8,65.6,68.6,68.8,69.0
